Unnamed: 0,tweet,tweet_processed,label
1195,Being extremely  over my other half agreeing to divorce instead of coming to peace then someone asks if I'm okay....  pic.twitter.com/fgpQKQwhYw,be extremely over my other half agree to divorce instead of come to peace then someone ask if im okay,1
1200,ok im running out of steam because god im feeling so  this morning,ok im run out of steam because god im feel so this morning,1
1201,Thank god the last presentation is over! â tomorrow is our last day at uni this year. We really need a few days off.  ,thank god the last presentation be over tomorrow be our last day at uni this year we really need a few day off,1
1206,Have u ever felt so  u feel like u have to throw up 24/7 ????,have You ever felt so You feel like You have to throw up 7,1
1209,I feel so   and a tad  but I'm afraid to call a friend :(,i feel so and a tad but im afraid to call a friend,1
1214,Everyday I can't wait to sleep ,everyday i cant wait to sleep,1
1218,"Why am i so  today,  everywhere!",why be i so today everywhere,1
1219,"This day ended poorly. i ended up calling Sally a ""royal pain in the ass"" which I don't seem to think is very bad. Whatever tho ",this day end poorly i end up call sally a royal pain in the as which i dont seem to think be very bad whatever tho,1
1221,Why must my mother marry this man  ,why must my mother marry this man,1
1223,It's lke everyone around me is feeling all festive and there me like all  and with me  lkke sky high not feeling festive,it lke everyone around me be feel all festive and there me like all and with me lkke sky high not feel festive,1
1225,"I'm , , Crying, and just feeling fucking Lousy today. I need a friend today to Perk me up. Hopefully. or least lend a ear.",im cry and just feel fuck lousy today i need a friend today to perk me up hopefully or least lend a ear,1
1228,Goodnight everyone hope you had a good day!   and everything between,goodnight everyone hope you have a good day and everything between,1
1229,Today is probably one of the worst days of my life and idk what to do  ,today be probably one of the bad day of my life and idk what to do,1
1230,I don't have any gifs to suit my mood for once  ,i dont have any gifs to suit my mood for once,1
1232,"Ppl think it's just so easy to change your whole life, but it's not. Ugh, money ",ppl think it just so easy to change your whole life but it not ugh money,1
1233,"Using one of my favorite movies of all time to express my feelings is sometimes...more just validation than healing, I suppose.   pic.twitter.com/HzUFRLMgKC",use one of my favorite movie of all time to express my feeling be sometimesmore just validation than heal i suppose,1
1234,My kids really spending Christmas without me lmao I'm liable to hop on a flight ,my kid really spend christmas without me Laughing im liable to hop on a flight,1
1235,"Why the fuck am I hanging on this long, why don't I just kill myself? Oh yeah because I still have false hope.  ",why the fuck be i hang on this long why dont i just kill myself oh yeah because i still have false hope,1
1250,"I would do one of the friends of 2016 lists, only problem is I need friends to make that  ",i would do one of the friend of list only problem be i need friend to make that,1
1252,Youve lost weight howd you do it?  Depression fueled apathy toward food and life in general.  I havent tried that yet! ??? ,youve lose weight howd you do it depression fuel apathy toward food and life in general i havent try that yet,1
1253,Fighting with exboyfriend-  Me: I need space.  Him: Maybe if you didn't take so many meds... Me: hahahahahaha   ,fight with exboyfriend me i need space him maybe if you didnt take so many med me hahahahahaha,1
1254,"Current mood: Jealous of bears... or Snow White... or Rumplestiltsken. I just want to sleep for a few months, ok?  ",current mood jealous of bear or snow white or rumplestiltsken i just want to sleep for a few month ok,1
1255,"Makeup on, comfy yet nice looking jeans and top on. Ok, we can do this.   ",makeup on comfy yet nice look jean and top on ok we can do this,1
1256,My 10 days off work is almost over and Iâve spent probably about 70% of it in bed.  Thank you ,my day off work be almost over and ive spent probably about of it in bed thank you,1
1257,*waves white flag* I completely got up on the bottom side of the bed. I'm trying to do everything to feel better.  ,wave white flag i completely get up on the bottom side of the bed im try to do everything to feel well,1
1260,As a child I was scared of monsters beneath the bed. Now that I'm older I realize the monster Is me.   ,a a child i be scar of monster beneath the bed now that im old i realize the monster be me,1
1263,"I'm okay.  , Thank you for staying when everyone else left.",im okay thank you for stay when everyone else leave,1
1268,"âI couldnât be with people and I didnât want to be alone."" ",i couldnt be with people and i didnt want to be alone,1
1269,"On this day of resolutions and celebration, thinking kind thoughts for everyone fighting ",on this day of resolution and celebration thinking kind thought for everyone fighting,1
1270,Determined to cut the string but have no scissors or knife and I'm  too weak to break it.    pic.twitter.com/bPkMtyrl3t,determine to cut the string but have no scissors or knife and im too weak to break it,1
1271,Yes I have  but I refuse to give up I'm going to keep fighting,yes i have but i refuse to give up im go to keep fighting,1
1272,"Live a normal life and have friends and go out and have fun, believe me. But my    etc all stop that. Not by choice???¢",live a normal life and have friend and go out and have fun believe me but my etc all stop that not by choice,1
1274,A few hours till 2017... If you told me i would still be here 4 years ago i would have never believed you. ,a few hour till if you tell me i would still be here year ago i would have never believe you,1
1275,Starting to feel really anxious and sad and empty. ,start to feel really anxious and sad and empty,1
1276,Fuck fuck fuck fuck    pic.twitter.com/1euSw97Anz,fuck fuck fuck fuck,1
1278,An hour and 35 minutes till 2017 come. I'm still depressed and hopeless. Feel really shitty.  ,an hour and minute till come im still depress and hopeless feel really shitty,1
1279,I know  can't just go and my  will always rear it's ugly head. But I need to get better.,i know cant just go and my will always rear it ugly head but i need to get good,1
1286,30 mins apart. In the second pic I have managed to get my mask on before I left to celebrate new years.   pic.twitter.com/vwwWtD7vMk,min apart in the second pic i have manage to get my mask on before i leave to celebrate new year,1
1288,"Only difference being that now I hurt more than so, because  led me to vertebral, sacral, radial fractures. GG N1 2016.",only difference be that now i hurt more than so because lead me to vertebral sacral radial fracture Good Game n1,1
1289,Any suggestions for helping recurring ?  pic.twitter.com/wmHXU2rJCs,any suggestion for help recur,1
1291,"Yes brain. This gloomy, sad, turbulent, low energy feeling is a sign of my certain death. Now is the time to get worried. ",yes brain this gloomy sad turbulent low energy feeling be a sign of my certain death now be the time to get worried,1
1292,"âI didnât want to wake up. I was having a much better time asleep. And thatâs really sad."" ",i didnt want to wake up i be have a much good time asleep and thats really sad,1
1293,Forgot to take my SSRI yesterday. Didn't notice it that I didn't take the meds. Let's see what side-effects the day brings ,forgot to take my ssri yesterday didnt notice it that i didnt take the med let see what sideeffects the day bring,1
1296,Trying my best to function as a normal human being. Feeling like a zombie.  ,try my best to function a a normal human be feel like a zombie,1
1297,I need to get to a place where I can separate my disconnects from reality. So far the drugs aren't helping much.  ,i need to get to a place where i can separate my disconnect from reality so far the drug arent help much,1
1298,I'm feeling a little down.. Time for bed.   ,im feel a little down time for bed,1
1299,Sadness overcomes. Darkness beats light. Numbness is relief.  ,sadness overcomes darkness beat light numbness be relief,1
1303,This loneliness is a black hole in which I cannot seem to escape... ,this loneliness be a black hole in which i cannot seem to escape,1
1304,When the thing you cut with goes dull so you only get 3 good cuts in and the rest are just fails. Just fabulous! :/  ,when the thing you cut with go dull so you only get good cut in and the rest be just fails just fabulous,1
1308,38. I've realised you shouldn't be ashamed to admit you suffer from  and it's best out in the open ,ive realise you shouldnt be ashamed to admit you suffer from and it best out in the open,1
1309,Those days when you wish a hole would open beneath you and swallow you whole so your brain will shut the hell up ,those day when you wish a hole would open beneath you and swallow you whole so your brain will shut the hell up,1
1310,And the big black dog sat beside me and reminded me about ALL the pain and how chronic pain works4 whole year ahead    pic.twitter.com/6rUeGHan9B,and the big black dog sit beside me and remind me about all the pain and how chronic pain works4 whole year ahead,1
1311,Always forget about  especially lately after suffering with  and trying to get better. Also I prefer ,always forget about especially lately after suffer with and try to get good also i prefer,1
1312,Wanting to be skin   ???­ pic.twitter.com/gzeDkX0Z71,want to be skin,1
1316,Always that shit! I'm going to be single like 4 ever   pic.twitter.com/PWlkFOYPrK,always that shit im go to be single like ever,1
1317,I'm screaming in the inside and I don't know how to make it stop   pic.twitter.com/q1rzFILkWE,im scream in the inside and i dont know how to make it stop,1
1320,I just want someone to look at me and be proud...I want to feel loved again...,i just want someone to look at me and be proudi want to feel loved again,1
1322,Have realized much of this  is grief over things not being the way want them to be. Social media tears at wounds so hard to heal.,have realize much of this be grief over thing not be the way want them to be social medium tear at wound so hard to heal,1
1324,The incredible Dr. David Feifel and I. Wouldn't be alive if it wasn't for this man! Such an amazing person!    pic.twitter.com/UW3p1yD9EZ,the incredible dr david feifel and i wouldnt be alive if it wasnt for this man such an amazing person,1
1325,"Hate having , feels like I'm on an out of control roller coaster! ???­ Keep being told 'snap out of it' - If only it was that easy!",hate have feel like im on an out of control roller coaster keep be tell snap out of it if only it be that easy,1
1330,"With all of this unnessary  family drama, I feel like moving far away and starting over again. From one thing to another I just feel . Hope I get through this",with all of this unnessary family drama i feel like move far away and start over again from one thing to another i just feel hope i get through this,1
1335,"I feel so sad because i can't be happy, and that makes me more unhappy  ",i feel so sad because i cant be happy and that make me more unhappy,1
1336,I went to church with my mom and a huge chunk of the sermon was basically if youre  its because your faith is weak and ... this is why I dont go to church or tell my mom Im on antidepressants ???????,i go to church with my mom and a huge chunk of the sermon be basically if youre it because your faith be weak and this be why i dont go to church or tell my mom im on antidepressant,1
1337,No love here....    pic.twitter.com/FuvBXIPRnu,no love here,1
1338,I see so many people moving forward with their life and doing great things and here I am doing absolutely nothing????????    pic.twitter.com/yiiq7LQqk7,i see so many people move forward with their life and do great thing and here i be do absolutely nothing,1
1341,So Im trying to help myself. To understand my depression. Im reading a book named The Chimp Paradox. Amazing book but Ive a lot of therapy to do ?? Brain training. Ill get happy.,so im try to help myself to understand my depression im read a book name the chimp paradox amazing book but ive a lot of therapy to do brain training ill get happy,1
1342,i just need for someone to rub my head tonight ...,i just need for someone to rub my head tonight,1
1343,There days where I wanna end my life so bad because of my little sister. My parent I call her names and I am spoiled the one but yet she get everything and goes into my room takes everything. She the one that I am scared also who hurts me the most. .,there day where i wanna end my life so bad because of my little sister my parent i call her name and i be spoil the one but yet she get everything and go into my room take everything she the one that i be scar also who hurt me the most,1
1345,Well i guess no clockwork for me ????,well i guess no clockwork for me,1
1350,Cant eat. Cant sleep. Everything is just falling to pieces ?? Im so tired of watching my world crumble,cant eat cant sleep everything be just fall to piece im so tired of watch my world crumble,1
1352,Today I ate 1 month old rancid meat because I forgot what month it was.   .,today i eat month old rancid meat because i forget what month it be,1
1353,It always hurts to be the one who cared more ??,it always hurt to be the one who care more,1
1354,I'm having trouble catching my breath.,im have trouble catch my breath,1
1357,I normally dont talk about myself. But i feel like shit.  I just lost my challenge match in tennis so now my position is going down. And i wouldnt be so mad if the didnt call balls that were on the line.  Like come on girl. Stop cheating.,i normally dont talk about myself but i feel like shit i just lose my challenge match in tennis so now my position be go down and i wouldnt be so mad if the didnt call ball that be on the line like come on girl stop cheating,1
1358,"The world I was raised in there is no give in take just take,take,take,take,take,take,take,take even when you don't think you have anything left to give the world wants that to. I could go for some positive vibes today. ",the world i be raise in there be no give in take just taketaketaketaketaketaketaketake even when you dont think you have anything leave to give the world want that to i could go for some positive vibe today,1
1359,"Everyone tells me the pain will fade. Maybe I dont want it to, its the only thing that still connects me to you   ",everyone tell me the pain will fade maybe i dont want it to it the only thing that still connect me to you,1
1360,"When I say ""I want to die"", they say""Let's do it, no one gonna care you anymore"" It's make me feel pity of my life more. I just want someone to hug me when I cry. But it not gonna happen.""",when i say i want to die they saylets do it no one gonna care you anymore it make me feel pity of my life more i just want someone to hug me when i cry but it not gonna happen,1
1361,Apparently a mosquito bit the inside of my thigh and all I can think of is how thats the most action Ive had in months.,apparently a mosquito bit the inside of my thigh and all i can think of be how thats the most action ive have in month,1
1362,Why do I always feel the need to document my attacks? So I look back and see how dumb and helpless I look? Just a bad one. Havent had them in a while. I need tips and tricks to shorten them.,why do i always feel the need to document my attack so i look back and see how dumb and helpless i look just a bad one havent have them in a while i need tip and trick to shorten them,1
1363,I miss my mom. The dreams are too much.,i miss my mom the dream be too much,1
1365,Often I go to bed as soon after dinner as seems adult (I mean I try to wait for dark) in order to push away from the massive pain in sleeps frail wicker coracle.,often i go to bed a soon after dinner a seem adult i mean i try to wait for dark in order to push away from the massive pain in sleep frail wicker coracle,1
1366,When i have nobody to talk to. Nobody to rely on. Trap in my own space. Living becomes so meaningless.  ?,when i have nobody to talk to nobody to rely on trap in my own space living becomes so meaningless,1
1369,Im so fuckin upset rn. Not coming back to twitter for a while. Im so fucking done with everything rn. This sucks.,im so fuckin upset rn not come back to twitter for a while im so fuck do with everything rn this suck,1
1371,I am so forlorn there are no words to express it accurately......,i be so forlorn there be no word to express it accurately,1
1385,A lot of people but they don't know me well.,a lot of people but they dont know me well,1
1387,so alone so tired so bored so ugly so depressed  so so so so so so,so alone so tired so bore so ugly so depressed so so so so so so,1
1388,I looked for help and I got it. I looked for answers I found it. Now I need to find myself.,i look for help and i get it i look for answer i find it now i need to find myself,1
1389,"Starting to feel better but still probably take me a couple more days to get better as  moods do not go overnight, it sure as heck take some time.",start to feel well but still probably take me a couple more day to get well a mood do not go overnight it sure a heck take some time,1
1392,"When I don't have anything to distract me, I just find myself peering down the balcony and seeing my bloodied self on the ground.    ",when i dont have anything to distract me i just find myself peer down the balcony and see my bloody self on the ground,1
1393,"Smiling had been always natural for me. It was easy to conjure up on my face. Now it became one of the hardest things to do in my life, next to living.    ",smile have be always natural for me it be easy to conjure up on my face now it become one of the hard thing to do in my life next to live,1
1394,"I always hated suicide. But now that I think about it, it seems comforting to try.    ",i always hat suicide but now that i think about it it seem comfort to try,1
1395,Sometimes I don't want to think because I know that my mind will definitely plunge into imagining the life that will never happen.,sometimes i dont want to think because i know that my mind will definitely plunge into imagine the life that will never happen,1
1396,"As a writer, it always hurts me to write happy endings when my life doesn't even have anything you can call happy since the beginning.    ",a a writer it always hurt me to write happy ending when my life doesnt even have anything you can call happy since the beginning,1
1397,When you've forgotten how to speak when you haven't had anyone to listen to you for a long long time.,when youve forget how to speak when you havent have anyone to listen to you for a long long time,1
1398,I had everything and I have nothing.,i have everything and i have nothing,1
1400,"When you have gone through many betrayal and disappointments in your life, you realise that it's better to keep people a few feet away from you.    ",when you have go through many betrayal and disappointment in your life you realise that it good to keep people a few foot away from you,1
1401,Silence might be suffocating and unbearable but you can't deny its comfort when you need it the most.,silence might be suffocate and unbearable but you cant deny it comfort when you need it the most,1
1403,"I was not, am nott and will not be enough ",i be not be nott and will not be enough,1
1404,hi sorry ive been so inactive lately ive been,hi sorry ive be so inactive lately ive be,1
1406,I admit I have been  the last 24 hrs. I have barely been smiling and just cannot shake it right now.,i admit i have be the last hr i have barely be smile and just cannot shake it right now,1
1407,Never in my life have i ever been included. Then when I had my daughter i still never got included on my own 24.7 and now I have 2 kids still it happens to me.    pic.twitter.com/Bt9J2yE4Zz,never in my life have i ever be include then when i have my daughter i still never get include on my own and now i have kid still it happen to me,1
1408,i'd kill myself if it was that easy,id kill myself if it be that easy,1
1411,"I'm having a good day today, might have a terrible one tomorrow, but I just want to remember that at least I had a good day. It's so easy to forget  ",im have a good day today might have a terrible one tomorrow but i just want to remember that at least i have a good day it so easy to forget,1
1413,Having depression is just like hell!!! Omg    pic.twitter.com/AeMNWwFdg8,have depression be just like hell omg,1
1415,"I feel like I broke myself. I feel fractured and tired and I can't stop blaming myself like a broken record. I'm finding it so difficult to just survive, but I am surviving and so are you. I guess we can do this   ",i feel like i break myself i feel fracture and tire and i cant stop blame myself like a broken record im find it so difficult to just survive but i be survive and so be you i guess we can do this,1
1416,Thank you everyone for your support. I've been struggling with a lot and you've really helped me feel a bit more human and a bit less alone. I hope you guys are feeling less alone too,thank you everyone for your support ive be struggle with a lot and youve really help me feel a bit more human and a bit less alone i hope you guy be feel less alone too,1
1417,I am not even a nobody to anyone,i be not even a nobody to anyone,1
1418,You wanna know what is sad? Having a broken family while dealing with a broken heart.,you wanna know what be sad have a broken family while deal with a broken heart,1
1419,"Well, I just had the most depressing dream. It was when I finally found a beautiful girl to call my own, and we had a long, lovely kiss. ??  Only to discover.........it was only a dream. ??  Thank you, dream, for messing me up inside with a LIE!   ","well i just have the most depressing dream it be when i finally find a beautiful girl to call my own and we have a long lovely Keep It Simple, Stupid only to discoverit be only a dream thank you dream for mess me up inside with a lie",1
1420,"This morning I have got my anxiety, and it was so fucking sickkkk bro   pic.twitter.com/tOEuxQLIad",this morning i have get my anxiety and it be so fucking sickkkk bro,1
1423,Dear Life: Please be gently to me.,dear life please be gently to me,1
1424,"I almost died when i was a baby because i was in the womb for an additional month, i went  while in the womb and it burned my skin, went in my mouth and i stewed in it for a while. I had to be rushed to NICU and they put tubes in me. Sometimes i wish i didnt make it ",i almost die when i be a baby because i be in the womb for an additional month i go while in the womb and it burn my skin go in my mouth and i stew in it for a while i have to be rush to nicu and they put tube in me sometimes i wish i didnt make it,1
1425,Why is it when girls got broken they cut their hair?   depression always got me here i ??,why be it when girl get broken they cut their hair depression always get me here i,1
1426,Not felling the best right now... Life and anxiety is getting the best of me??,not fell the best right now life and anxiety be get the best of me,1
1427,I hate having/being crushes/in love ugh,i hate havingbeing crushesin love ugh,1
1428,I'm gonna see you one last time,im gonna see you one last time,1
1433,Not even in a sexual way but Im just craving affection because I feel like crap. I just want someone to hug me for a couple of hours and tell me Im going to be okay.,not even in a sexual way but im just crave affection because i feel like crap i just want someone to hug me for a couple of hour and tell me im go to be okay,1
1436,"Feeling a little depressed this evening, was wondering if this was connected to my little drink or just coincidence   ",feel a little depressed this evening be wonder if this be connect to my little drink or just coincidence,1
1437,"Feeling really down today, guys ?? not posting much but my dms are open if anyone wants to chat.  ",feel really down today guy not post much but my dm be open if anyone want to chat,1
1439,Some days I don't feel like I'm giving my 2 enough ?? I'm not loving them enough hugging them enough telling them how much I love them Enough! And it really upsets me to feel a failure at the one thing I should get so right and it often feels so wrong. Hurts alote,some day i dont feel like im give my enough im not love them enough hug them enough tell them how much i love them enough and it really upset me to feel a failure at the one thing i should get so right and it often feel so wrong hurt alote,1
1443,At this point Im just workin to die.,at this point im just workin to die,1
1444,"After diagnosis the following day, I was in total denial. How could I be ? Me? My ego & denial instructed me to do Reverse search of myself. (This time I was on antidepressants) At least I knew what I was doing. (But with a swollen mind)",after diagnosis the following day i be in total denial how could i be me my ego denial instruct me to do reverse search of myself this time i be on antidepressant at least i know what i be do but with a swollen mind,1
1446,"I feel like a mess. God, help me fix myself.                                                                   ",i feel like a mess god help me fix myself,1
1449,I just want to watch One Punch Man and not get out of bed.,i just want to watch one punch man and not get out of bed,1
1450,What sucks is when youre talking to someone and start feeling good about yourself and then they stop talking. Youre left wondering what you said wrong.,what suck be when youre talk to someone and start feeling good about yourself and then they stop talk youre leave wonder what you say wrong,1
1455,"I'm feeling lonely and unproductive these past few days. I have many failed expectations to do something worthwhile. It's been 5 months since I moved to a new city & yet I gained no friends, I have not travel to any places like I used to. I need to detox. ",im feeling lonely and unproductive these past few day i have many fail expectation to do something worthwhile it be month since i move to a new city yet i gain no friend i have not travel to any place like i use to i need to detox,1
1456,How can someone who truly believes that theres absolutely no reason for them being here have the strength to keep living?,how can someone who truly believe that there absolutely no reason for them be here have the strength to keep living,1
1457,This last year has been the most mentally/emotionally draining and exhausting year ever. Im just not the same person I used to be since he left me??,this last year have be the most mentallyemotionally drain and exhaust year ever im just not the same person i use to be since he leave me,1
1460,Feeling unappreciated.   I feel really crappy about myself right now.,feel unappreciated i feel really crappy about myself right now,1
1463,That moment you miss someone and hurting over the memories and when you got a crush and looked like an idiot going to his dad for his number cause you don't know how to talk to him and looked like a bigger idiot asking to be good friends,that moment you miss someone and hurting over the memory and when you get a crush and look like an idiot go to his dad for his number cause you dont know how to talk to him and look like a big idiot ask to be good friend,1
1464,This whole depression fucking sucks you can look so happy but still be so down inside your head ????????????????????????,this whole depression fuck suck you can look so happy but still be so down inside your head,1
1467,i miss being 13 because now im 17 and,i miss be because now im and,1
1469,Today I decided to admit to myself that through all that Ive been going through this year Im happy ....,today i decide to admit to myself that through all that ive be go through this year im happy,1
1471,"Waste of time at the GPs this morning regarding  and  feelings. Given some numbers to call for NHS self referral counselling which has up to a 12 month wait ?? The attitude is a ""get on with it"" or change areas of your life you're not happy with ??",waste of time at the gps this morning regarding and feeling give some number to call for nhs self referral counsel which have up to a month wait the attitude be a get on with it or change area of your life youre not happy with,1
1474,Crying with a loud music so no one could hear me,cry with a loud music so no one could hear me,1
1475,Honestly cant trust anyone at this point. ????,honestly cant trust anyone at this point,1
1476,My boyfriend told me he is tired of my shit. I keep on hearing that sentence out of a big fight. No one realizes that i don't want this shit. I was raped by two men when i was 15. And i found out my dad isn't my real dad. My real dad wanted me aborted,my boyfriend tell me he be tire of my shit i keep on hearing that sentence out of a big fight no one realize that i dont want this shit i be rap by two men when i be and i find out my dad isnt my real dad my real dad want me abort,1
1477,I feel like I dont have a purpose in life.,i feel like i dont have a purpose in life,1
1478,how do people cry happy tears? i guess ive never really been truly happy?,how do people cry happy tear i guess ive never really be truly happy,1
1480,"I cant have any friends anymore fr. I just got voice banned on xbox and the reason he put was ""Killed and danced on me in Fortnite"". ??  ",i cant have any friend anymore fr i just get voice ban on xbox and the reason he put be kill and dance on me in fortnite,1
1481,Idk how Im gonna be able to go to lover I have to buy tickets with my own money and Im literally broke,idk how im gonna be able to go to lover i have to buy ticket with my own money and im literally break,1
1482,hi i cant get out of bed because im,hi i cant get out of bed because im,1
1483,Really miss family days out   pic.twitter.com/J6Y3PbdCu7,really miss family day out,1
1488,I wish life was simple and painless. Whenever you think you're happy and think you got it all  life comes and screws you over.,i wish life be simple and painless whenever you think youre happy and think you get it all life come and screw you over,1
1493,I will choose to leave than to live..,i will choose to leave than to live,1
1494,I always have a reason to be upset and,i always have a reason to be upset and,1
1495,"   I do not know anymore who I am in life because of my parents . I dont know if I still own my life the fact I feel shallow. Why does life always seem to be unfair , to the point u feel nothing.",i do not know anymore who i be in life because of my parent i dont know if i still own my life the fact i feel shallow why do life always seem to be unfair to the point You feel nothing,1
1497,some things you said kept me up all night.,some thing you say keep me up all night,1
1499,"Silently screaming for help inside, wanting to die and wishing someone would see and help me   ",silently scream for help inside want to die and wish someone would see and help me,1
1500,I'm sad/depressed again & it's my fault for not changing it.,im saddepressed again it my fault for not change it,1
1503,Feeling bummed out rn. Family is disappointing and friends are too far away. ??,feel bum out rn family be disappointing and friend be too far away,1
1507,Anyone want to talk? I'm feeling depressed,anyone want to talk im feeling depress,1
1510,My dad *beating my mom*  Me in the other room trying to distract my siblings so they can't  hear my mom crying:  pic.twitter.com/oJDoPee3AB,my dad beat my mom me in the other room try to distract my sibling so they cant hear my mom cry,1
1512,Been super  maintaining control & not comfort eating toxifying my body; Rationally i know i'm just hormone cycling but the pain sucks so much will take a few wks for endorphins to replenish; Chanting & sleeping most of week .. Netflix & chill in bed .. repeat ..weee!  pic.twitter.com/K3maSdAzrT,be super maintain control not comfort eat toxifying my body rationally i know im just hormone cycling but the pain suck so much will take a few wks for endorphin to replenish chant sleep most of week netflix chill in bed repeat weee,1
1516,Out drinking by myself self got that  feel today bois,out drinking by myself self get that feel today bois,1
1518,Feeling depressed. Need to find who i am and job wise,feel depress need to find who i be and job wise,1
1519,It is not a beautiful day as usual.,it be not a beautiful day a usual,1
1521,Have you ever been devoid of touch for so long that even a touch on the shoulder could send you into tears?,have you ever be devoid of touch for so long that even a touch on the shoulder could send you into tear,1
1523,"They say life's short, but I'm bored already.   ",they say lifes short but im bore already,1
1524,I truly wonder what is wrong with me? I try my best to do what makes you happy yet it doesnt. Maybe Im not the one YOU want and it kills me to think that.... maybe youre in love with someone else and not me...,i truly wonder what be wrong with me i try my best to do what make you happy yet it doesnt maybe im not the one you want and it kill me to think that maybe youre in love with someone else and not me,1
1525,fuck that guy who made me feel like shit again.  ????,fuck that guy who make me feel like shit again,1
1527,No more Twitter for tonight... Today is officially my birthday.. and I wish I was dead... ????????    pic.twitter.com/t1TP7HcFJr,no more twitter for tonight today be officially my birthday and i wish i be dead,1
1529,when can I really respect and love myself more than anybody else?,when can i really respect and love myself more than anybody else,1
1530,ugh im so unhappy and at war with myself,ugh im so unhappy and at war with myself,1
1532,You ever been so  depressed you cant even get it up?,you ever be so depressed you cant even get it up,1
1533,"Such is my life! Too many weekends lost this summer to the damn IBS! So, so sick of it!   pic.twitter.com/z3Kw5dKl6K",such be my life too many weekend lose this summer to the damn ibs so so sick of it,1
1535,"Someone has told me, ""You have very pretty eyes and a smile.. but it's hard to ignore the Hurt, sadness & disappointment behind it."" ??",someone have tell me you have very pretty eye and a smile but it hard to ignore the hurt sadness disappointment behind it,1
1538,I'm running out of time. I don't know what I'm gonna do right now.,im run out of time i dont know what im gonna do right now,1
1540,I'm starting to lose faith in me getting better..,im start to lose faith in me get well,1
1541,sorry if i dont reply to dms/texts iiiiii have only been talking to ry and soph bc i feel  depressed so. Yeah ??????,sorry if i dont reply to dmstexts iiiiii have only be talk to ry and soph bc i feel depress so yeah,1
1542,"i hate getting so sad to the point where my body completely shuts down, and all i can do is just lay and think about all my problems. ",i hate get so sad to the point where my body completely shut down and all i can do be just lay and think about all my problem,1
1545,Am I drinking  and being  before going into work? Youre damn right I am????,be i drinking and be before go into work youre damn right i be,1
1548,"   God, please help me.",god please help me,1
1549,Guys!!! Im  im leaving Twitter!!! Am blacking out! ????????  pic.twitter.com/2ZPKNJ2QzA,guy im im leave twitter be black out,1
1550,So just been looking at profiles of my other half's family accounts on Twitter and i'm extremely depressed that my life is full of ChronicPain. I'm not living a normal fulfilled life like they are. Why is it taking over my existence..?,so just be look at profile of my other halfs family account on twitter and im extremely depress that my life be full of chronicpain im not live a normal fulfilled life like they be why be it take over my existence,1
1551,"I'm very unhappy, I don't have a girlfriend, I don't have a Boyfriend and I don't Like where I live   ",im very unhappy i dont have a girlfriend i dont have a boyfriend and i dont like where i live,1
1559,"PLANNING FOR THE NEW WEEK  ""Failing to plan is planning to fail"".  In the last few months, I've allowed my depression to control my ability to function.  After 3 months of meds, I'm finally productive.  What your plans for the new week?    pic.twitter.com/3RDI20arti",planning for the new week fail to plan be plan to fail in the last few month ive allow my depression to control my ability to function after month of med im finally productive what your plan for the new week,1
1560,How do I find joy and pleasure in life again?,how do i find joy and pleasure in life again,1
1562,I'm not sad. I'm sick.,im not sad im sick,1
1563,Depression bit me so hard it took me months to get back on social media,depression bit me so hard it take me month to get back on social medium,1
1564,You don't understand  until you can't stand your own presence in an empty room.,you dont understand until you cant stand your own presence in an empty room,1
1565,"physical wounds heal, people forget what happened to you, how hard you have to fight the demons inside every day. I wish people could see how hard every day is for  have 1/6 of my brain missing, some days are bad...   pic.twitter.com/6d8IwVHsfG",physical wound heal people forget what happen to you how hard you have to fight the demon inside every day i wish people could see how hard every day be for have 6 of my brain miss some day be bad,1
1567,Today is going be a shit day,today be go be a shit day,1
1569,I couldnt be with people and I didnt want to be alone.,i couldnt be with people and i didnt want to be alone,1
1571,how many days of being unable leave bed and do the things you usually enjoy before alarm bells ring?,how many day of be unable leave bed and do the thing you usually enjoy before alarm bell ring,1
1572,I haven't talked about hoarding and depression in a while. I'm on a quarter dose of meds now. And I'm still a bit stuck with hoarding. Decided to try to do some removal for efficiency today. I found a dotmatrix printed transcript of  from . Fullpost Twittr.,i havent talk about hoarding and depression in a while im on a quarter dose of med now and im still a bit stuck with hoard decide to try to do some removal for efficiency today i find a dotmatrix print transcript of from fullpost twittr,1
1573,I'm just going to say it. I'm a complete fucking mess here! Seriously wanting to just run and kiss a certain individual. She knows who she is. I can't tag her in it tho. She is still my better half.,"im just go to say it im a complete fucking mess here seriously want to just run and Keep It Simple, Stupid a certain individual she know who she be i cant tag her in it tho she be still my good half",1
1574,I cut today. And Im not proud of it.  lmao I feel so edgy putting a depression hashtag. Whateva idc.,i cut today and im not proud of it Laughing i feel so edgy put a depression hashtag whateva idc,1
1576,What depression mean :) Laugh outside down inside   pic.twitter.com/tkZeniwtIb,what depression mean laugh outside down inside,1
1577,I need friends on here so lonely talking to myself just mad this Twitter and need friends ??,i need friend on here so lonely talk to myself just mad this twitter and need friend,1
1578,"Hewwo, I'm kinda feeling down. I don't think I'm ever going to be noticed as an artist. I promote and such but I'm not sure what would draw attention to others besides requests. Which is fine but I'm not really making a name for myself. And I hate it.     pic.twitter.com/8yZKCDI8xh",hewwo im kinda feel down i dont think im ever go to be notice a an artist i promote and such but im not sure what would draw attention to others besides request which be fine but im not really make a name for myself and i hate it,1
