Unnamed: 0,tweet,tweet_processed
1628,Just realized I was too depressed yesterday I haven't ate,just realize i be too depressed yesterday i havent ate
1629,Are you feeling like you don't deserve to be going through all of this love problems have you given your whole heart to this person has this person betrayed you and make you feel like you're at nothing DM free reading today    pic.twitter.com/dDCsytXjbl,be you feel like you dont deserve to be go through all of this love problem have you give your whole heart to this person have this person betray you and make you feel like youre at nothing dm free reading today
1630,I cant Take it ????    pic.twitter.com/vXqNH9NjH6,i cant take it
1631,"People: ""Just exercise, you'll feel better."" Full depressed me: ""k"" *bikes 20 miles* *showers* *curls into a ball and weeps* ",people just exercise youll feel well full depress me k bike mile shower curl into a ball and weeps
1632,I feel like my husband are growing more and more apart.,i feel like my husband be grow more and more apart
1633,"Me: My ""check engine"" light is on. Mechanic: Which car? Me: No I said mine.  ",me my check engine light be on mechanic which car me no i say mine
1634,Best anxiety & depression  quick fix : the loving eyes of your pup. The world feels 1000 times more hopeful after a receiving some . pic.twitter.com/PlCs6KUyGj,best anxiety depression quick fix the loving eye of your pup the world feel time more hopeful after a receiving some
1635,"41 year old woman wth chronic pain,  and  ""I've noticed that I'm not breaking down crying everyday, my mood seems to be more positive and the intense, intrusive thoughts aren't as strong. It's only been 6 micro doses but I feel like I'm seeing some improvement.""  pic.twitter.com/CFTdb6q2ka",year old woman Surprised chronic pain and ive notice that im not break down cry everyday my mood seem to be more positive and the intense intrusive thought arent a strong it only be micro dos but i feel like im see some improvement
1636,"when i needed a hand, who can i turn to? when ""this"" attacks who is willing to help?  ",when i need a hand who can i turn to when this attack who be willing to help
1637,With nasal spray of  ketamine being introduced by end year its administration will be safer. However it is pricey so IM/IV ketamine will remain for treatment resistant .,with nasal spray of ketamine be introduce by end year it administration will be safe however it be pricey so imiv ketamine will remain for treatment resistant
1638,"When I'm at work and depressed dont say ""you look unhappy"". I'm here and working, what next you'll go to Disney world  and tell little kids that that it's not the real character. I'm doing my best, don't shatter my illusion.  ",when im at work and depressed dont say you look unhappy im here and work what next youll go to disney world and tell little kid that that it not the real character im do my best dont shatter my illusion
1639,Been feeling pretty shitty all day. I put it down to a busy week but I think it's just been an off day!!!So I have had a hot shower washed and conditioned my hair put on a boxset still feeling shitty but I'm trying!!,be feel pretty shitty all day i put it down to a busy week but i think it just be an off dayso i have have a hot shower wash and condition my hair put on a boxset still feel shitty but im try
1640,"Sometimes, no matter what you do,  and  can swoop in, covering you like a thick storm cloud. For me, those are the times I have to wait it out, go within and draw upon the wisdom of spirit. Still, it can really suck.",sometimes no matter what you do and can swoop in cover you like a thick storm cloud for me those be the time i have to wait it out go within and draw upon the wisdom of spirit still it can really suck
1641,"â@JamieLOVEHarris: is the sun ever gonna shine again? â YES, it WILL! :)",be the sun ever gonna shine again yes it will
1642,Fed up now ??? why can't anything be simple an straightforward not in my life ,feed up now why cant anything be simple an straightforward not in my life
1643,I need to work on being a stronger person emotionally ,i need to work on be a strong person emotionally
1644,"I dreamt that  was back. Alas, it was just a dream. ",i dream that be back ala it be just a dream
1645,I want to read books and learn more. But books are to damn expensive. Reading PDF format from computer screen sucks. ,i want to read book and learn more but book be to damn expensive reading pdf format from computer screen suck
1646," because I had a dream @ralligatorrr & I were on springbreak in cancun, woke up and realized I was still in Ohio & it's December???­",because i have a dream i be on springbreak in cancun wake up and realize i be still in ohio it december
1647,@RFC_Daryl LW next I bet! Let's start going to the golf! We can get pished all day! ,lw next i bet let start go to the golf we can get pished all day
1648,Hi // I'll be gone for a while // stay strong    pic.twitter.com/vcnKc6gsDC,hi ill be go for a while stay strong
1649,so I just found out that my crush is gay neh..and mind you I have an ex who is gay..I think am cursed ,so i just find out that my crush be gay nehand mind you i have an ex who be gayi think be curse
1650,Was expecting this from Dhoni but thought he will say 4th test will be his last.  ,be expect this from dhoni but think he will say th test will be his last
1651,"Such a great condition upon new year, no rest for the weary ",such a great condition upon new year no rest for the weary
1652,That feeling when everyone is just giving up on you but you're still fighting for them...argh  ,that feel when everyone be just give up on you but youre still fight for themargh
1653,A week without me car now ???©???© ,a week without me car now
1654,Why didn't I book today and tomorrow off??!!!! ,why didnt i book today and tomorrow off
1655,And so she drinks to numb the pain away because it's easier this way. This way she has control.  ,and so she drink to numb the pain away because it easy this way this way she have control
1656,The fact that I'm leaving warm weather and palm trees for negative weather and snow literally could make me cry.  ??´â??ï¸âï¸ ???­???­???­,the fact that im leave warm weather and palm tree for negative weather and snow literally could make me cry
1657,If i stay actually just changed me ,if i stay actually just change me
1658,I'm on my way with my best friend to the airport. She flies back to the states today.   ,im on my way with my best friend to the airport she fly back to the state today
1659,Sometimes I understand why Kurt Cobain blew his head off...,sometimes i understand why kurt cobain blow his head off
1660,Dr. Gene offers mental wellbeing to  souls. ,dr gene offer mental wellbeing to souls
1661,Sleeping with my dog for the last time b4 the trip ,sleep with my dog for the last time Before the trip
1662,"honestly just wanna watch OTH & have no Netflix to do that, so ",honestly just wanna watch oth have no netflix to do that so
1663,New  Instagram by @another_lost_girl Watching Ellen cuz she makes me happy ???? - - - { ... pic.twitter.com/RII4ZUsTNT,new instagram by watch ellen cuz she make me happy
1664,I wish I didn't feel like I bothered you all of the time.. ,i wish i didnt feel like i bother you all of the time
1665,Is it even trail mix if pretzels are just left ???£??? ,be it even trail mix if pretzel be just leave
1666,"this is one of those nights where I just want to get in my truck & drive, & think. .? ????",this be one of those night where i just want to get in my truck drive think
1667,"- From December 26, 2012 - January 12, 2013 Was The Worst 18 Day's Of My Fucking Life ???¢   ",from december january be the bad day of my fucking life
1668,So tired to blend in ??â½?    pic.twitter.com/S71Lb5dNeo,so tired to blend in
1669,I lost my facebook account...i wonder whats next.. ,i lose my facebook accounti wonder whats next
1670,I'm actually not  for once. I'm going into  as a new me. I hope anyhow. ,im actually not for once im go into a a new me i hope anyhow
1671,Weirdly without Monday football night  ,weirdly without monday football night
1672,Music can be the worst or best thing    pic.twitter.com/X3zNEgk9td,music can be the bad or best thing
1673,still feeling like crap. havent had a good christmas in quite a few years   ,still feel like crap havent have a good christmas in quite a few year
1674,I want peace. A life with no conflict. Do I have to die to find peace?  'suck it up or commit suicide'? Is that my only options? ,i want peace a life with no conflict do i have to die to find peace suck it up or commit suicide be that my only option
1675,It's weird that I get 300x more depressed over Christmas break every year.  ,it weird that i get x more depressed over christmas break every year
1676,Today is just Monday and I have one this week before going back to wat I call a nightmare SCHOOL!!  ,today be just monday and i have one this week before go back to wat i call a nightmare school
1677,That was a horrible decision. The Fault in the Stars all alone ???­???­  ,that be a horrible decision the fault in the star all alone
1678,why in the deepest darkest depths of winter did I look through holiday photos from last summer?  ,why in the deep dark depth of winter do i look through holiday photo from last summer
1679,Just had a craving for ce fiore and then I remembered it's gone forever  ???,just have a craving for ce fiore and then i remember it go forever
1680,Jamba Juice isn't in the mall anymore ??????±???¢,jamba juice isnt in the mall anymore
1681,"Depressed and lonely /: Stuck in a deep, never ending hole :(  ",depress and lonely stick in a deep never end hole
1682,"6+ yrs of saving & my eye sight staying the same, i was excited for ... Just found out; im not a candidate.  very ",yr of save my eye sight stay the same i be excite for just find out im not a candidate very
1683,"Just woke up because let's be real, can't be upset or angry if you just sleep all day.   ",just wake up because let be real cant be upset or angry if you just sleep all day
1684,@aacobe so you no its bibby time  lol,so you no it bibby time Laughing Out Loud
1685,You know you're depressed when most of your friends have ps4 and your stuck on ps3  dealing with drama from 12 year olds :'( ,you know youre depress when most of your friend have ps4 and your stuck on ps3 deal with drama from year old
1686,"Finally a famous football team is in the UAE but as usual i have bad luck and i can't go see them ,  not only over this",finally a famous football team be in the uae but a usual i have bad luck and i cant go see them not only over this
1687,Not going to Decadence after allâ¦ ,not go to decadence after all
1688,"I feel like it again, it's been so long since I've been life this. I want to but I don't.  ",i feel like it again it be so long since ive be life this i want to but i dont
1689,Whats going to happen to my life now .,whats go to happen to my life now
1690,I don't know how I did it but I made the worst ceasar imaginable. And I'm the king at making ceasars... ,i dont know how i do it but i make the bad ceasar imaginable and im the king at make ceasars
1691,Feels like no one wants to talk to me   ,feel like no one want to talk to me
1692,The amount ae fucking spots I have right now honestly makes me wanty cry  ???­???­,the amount ae fuck spot i have right now honestly make me wanty cry
1693,Reality has set in.  I'm jobless.   ,reality have set in im jobless
1694,And literally 30 or more things that was the reason to live and how to not be  but wasn't really AT ALL. A++ for intent tho.,and literally or more thing that be the reason to live and how to not be but wasnt really at all a for intent tho
1695,Her: You?!? Depressed?!? But you are ALWAYS SMILING!!  Me: Right. I've learned not to go out in public . It isn't safe out here.,her you depressed but you be always smile me right ive learn not to go out in public it isnt safe out here
1696,"Lawdy how come only people that wanna help a  person are the 1st ones to say shit like: ""Smile! You're prettier when you smile!""",lawdy how come only people that wanna help a person be the st one to say shit like smile youre prettier when you smile
1697,"""@freedrugrehabs: Addiction goes beyond drugs and alcohol. When you're , anything has the potential to control your life""ben there",addiction go beyond drug and alcohol when youre anything have the potential to control your lifeben there
1698,Reading and watching the fault in our stars in the space of a week wasn't the best idea  ?????? ,reading and watch the fault in our star in the space of a week wasnt the best idea
1699,i feel like i'm a prisoner of my own life.. like as if my life was a jail and i'm doing a lifetime sentence ,i feel like im a prisoner of my own life like a if my life be a jail and im do a lifetime sentence
1700,I've come to the realization that my phone isn't going to make it through the day. ,ive come to the realization that my phone isnt go to make it through the day
1701,Up at 4:30am for an airport run and I'm not even going on holiday! ,up at 30am for an airport run and im not even go on holiday
1702,I have exactly one more month to enjoy being in my 20's.   ,i have exactly one more month to enjoy be in my s
1703,"Laying in bed eating dinner for one, watching netflix! Surely there's more to life?!   ",lay in bed eating dinner for one watch netflix surely theres more to life
1704,I'm really kinda missing the poms team??????­?? ,im really kinda miss the pom team
1705,"@iagarwal5 I never knew this !! Oh my god , why ? ",i never know this oh my god why
1706,the  people are the  ones..,the people be the one
1707,Goodbye world I look like a newborn and will never be emerging from under my comforter  & ,goodbye world i look like a newborn and will never be emerge from under my comforter
1708,No haircut today ???«    Work in a bit  smh,no haircut today work in a bit smh
1709,"That moment your mom buys you a Phone, (._.) and she buys the exact phone you told her not to buy.   I hate ",that moment your mom buy you a phone and she buy the exact phone you tell her not to buy i hate
1710,I luv the fact how I feel so alone :'( life sucks ass I love them and I luv how family is supposed to be here 4 you well fuck it  ,i luv the fact how i feel so alone life suck ass i love them and i luv how family be suppose to be here you well fuck it
1711,Last week in NYC... Can't beleive it's been two months already. Time goes SO fast !  ,last week in nyc cant beleive it be two month already time go so fast
1712,No one changed the radio station in the office. It's still on Christmas music.  ???­,no one change the radio station in the office it still on christmas music
1713,Yep...I have them feels right now   pic.twitter.com/BafudqfBEy,yepi have them feel right now
1714,OKAY! TAAS NA KAMAY KO! DI KO MARETRIEVE UNG PICTURES FROM LAST NIGHT'S ROAD TOUR! KILL ME NOW!!! :'( ,okay taas na kamay ko di ko maretrieve ung picture from last night road tour kill me now
1715,Social media can be the worst thing ever!  ,social medium can be the bad thing ever
1716,I need a job! Sick of Fredericton. Got to head west like everyone else   ,i need a job sick of fredericton get to head west like everyone else
1717,Scratched 2 inches ice off the car 2 go sledging.After being done we had enough snow and stayed at home   pic.twitter.com/RaRHNljLMt,scratch inch ice off the car go sledgingafter be do we have enough snow and stay at home
1718,Duno why I decided to weigh myself and  check my bank balance all in one morning ,duno why i decide to weigh myself and check my bank balance all in one morning
1719,Cant believe theres less then a week to school! ,cant believe theres less then a week to school
1720,Not ready for vacation to be over.   ,not ready for vacation to be over
1721,"It's turning into a feel like crying night but can't, mmm.  times",it turn into a feel like cry night but cant mmm time
1722,Wish I had took holidays instead of being at work ,wish i have take holiday instead of be at work
1723,"This can't be right, being back at work so soon ",this cant be right be back at work so soon
1724,"Apparently my stomach can no longer handle extra spicy chili without trying to kill me. What's next, rice pudding and Ensure? ",apparently my stomach can no longer handle extra spicy chili without try to kill me whats next rice pudding and ensure
1725,I thought leaving would make it better. It did but then it got worse .    â¤ï¸,i think leave would make it good it do but then it get bad
1726,The only thing a selfie sunday reminds me of is that tomorrow is monday ,the only thing a selfie sunday remind me of be that tomorrow be monday
1727,I'm so  that I dropped my phone in the toilet.... I'm no longer  for now....  ugggh,im so that i drop my phone in the toilet im no longer for now ugggh
1728,Just woke up  but want to go back 2 sleep. ,just wake up but want to go back sleep
1729,Back to work like nothing ever happened ,back to work like nothing ever happen
1730,Feeling so down on myself . . I have a lot of work ahead of myself but I need to do it ,feel so down on myself i have a lot of work ahead of myself but i need to do it
1731,I was not included in that tweet... ,i be not include in that tweet
1732,I hate not having a job. ,i hate not have a job
1733,"I seriously need to stay off Pinterest, I want to try too many things and my bank account just wont let me ???¢   .",i seriously need to stay off pinterest i want to try too many thing and my bank account just wont let me
1734,When you finally realize your dreams may not happen...????????????  ,when you finally realize your dream may not happen
1735,Granny's out ??? I shall eat chocolate to make myself feel better ???­    ??,granny out i shall eat chocolate to make myself feel well
1736,When the male elves on lord of the rings have better hair than you... ,when the male elves on lord of the ring have good hair than you
1737,Finally the fuck shit was sending fast ,finally the fuck shit be send fast
1738,Tyler and I need to stop watching sad movies ,tyler and i need to stop watch sad movie
1739,so my phones in rice because i dropped it in soup earlier  ,so my phone in rice because i drop it in soup earlier
1740,Been feeling so depressed today I think my problem is I have a big heart or maybe its the fact that I do care idk  ,be feel so depressed today i think my problem be i have a big heart or maybe it the fact that i do care idk
1741,"I give u all u want &when I say Omg look! I always get late reactions, or you just straight up miss it.   pic.twitter.com/MXifaMocGY",i give You all You want when i say omg look i always get late reaction or you just straight up miss it
1742,Would you sign a petition to have Barnes & Noble stay open past 9pm?  ,would you sign a petition to have barnes noble stay open past pm
1743,Never looking for pity. Just looking for company and consolation.   ,never look for pity just look for company and consolation
1744,haven't been on Twitter all day. ,havent be on twitter all day
1745,"God knows why we're  Only he can set us free ""For in much wisdom is much grief and he that increaseth knowledge increaseth sorrow""",god know why be only he can set u free for in much wisdom be much grief and he that increaseth knowledge increaseth sorrow
1746,4 days off in a row shld be nice but shittiest holiday in recent yrs. Xmas on Thur not ideal  home alone Thxgod  delivery,day off in a row shld be nice but shittiest holiday in recent yr xmas on thur not ideal home alone thxgod delivery
1747,Last play of my Raiders till August ,last play of my raider till august
1748,That moment when u really need a hug bt u alne and ts midnyt...will jus hug a pillow instead..,that moment when You really need a hug bt You alne and ts midnytwill jus hug a pillow instead
1749,"Have you ever felt so  and , that you had horrible thoughts?Who do you turn to when you have no one? No one you can trust",have you ever felt so and that you have horrible thoughtswho do you turn to when you have no one no one you can trust
1750,yeah I watch depressing films like cyberbully because I'm sad and I can connect with it  ,yeah i watch depress film like cyberbully because im sad and i can connect with it
1751,Medication doesn't teach  people how to feel better or do better; this is something they have to learn for themselves. ,medication doesnt teach people how to feel well or do good this be something they have to learn for themselves
1752,"Watching Air Force One, good film but not paying much interest in it. Feel too rough ",watch air force one good film but not pay much interest in it feel too rough
1753,"As the days draw near to the end, I feel as though I'm suffocating and losing a piece of me. It never should've come to this... ",a the day draw near to the end i feel a though im suffocating and lose a piece of me it never shouldve come to this
1754,Love to find pics of me! (not my pic) Because love hurts ???§???¥    ??,love to find pic of me not my pic because love hurt
1755,Little things that affect you massively.  ,little thing that affect you massively
1756,So I had three big tubs of Ben & Jerrys at my mums and she gave them all to my sister  ???¢???¢???¢,so i have three big tub of ben jerry at my mum and she give them all to my sister
1757,hate seeing a shit photo of yourself and you think 'is that what i really look like'???«  ,hate see a shit photo of yourself and you think be that what i really look like
1758,Can't believe I had 4 days off work and I'm back in tomorrow  ????????,cant believe i have day off work and im back in tomorrow
1759,Watching your  video is a good way to remind yourself of why you're ,watch your video be a good way to remind yourself of why youre
1760,Not looking forward to New Years Eve. Going to be alone. Makes me depressed just thinking about it.   ,not look forward to new year eve go to be alone make me depressed just think about it
1761,One more night in edinburgh would've been perfect ???© ,one more night in edinburgh wouldve be perfect
1762,Back in the toon ??? Get me home & into bed???« ,back in the toon get me home into bed
1763,Nobody has ever felt as bad I feel today  ,nobody have ever felt a bad i feel today
1764,Got to regretfully admit that this years Top Gear Christmas Special was rubbish. The only good thing was the cars :-/ ,get to regretfully admit that this year top gear christmas special be rubbish the only good thing be the car
1765,Won't get to see the Amazing Beautiful adopted mom on New Years Eve didn't see her on Christmas either     :-(,wont get to see the amazing beautiful adopt mom on new year eve didnt see her on christmas either
1766,The ravens are up 20-10 over the browns with under 4 mins to go. It isn't looking good for the texans.   ,the raven be up 10 over the brown with under min to go it isnt look good for the texan
1767,Jus when something makes you happy it fucking puts you right back in your place ,jus when something make you happy it fuck put you right back in your place
1768,should of just slept through this charger game ,should of just sleep through this charger game
1769,Wondering whether Flight travelling is safe?  How can a plane just go missing?  ,wonder whether flight travelling be safe how can a plane just go miss
1770,Mi stress out...Spanish Town Shopping Centre celebrating 25yrs and mi memba when dem had the groundbreaking   ,mi stress outspanish town shopping centre celebrate yr and mi memba when dem have the groundbreaking
1771,damn blizzard in rankin making me wait longer to see my babe ???©,damn blizzard in rankin making me wait longer to see my babe
1772,Noooo Jim?????­ You will be missed next season! ,noooo jim you will be miss next season
1773,Just ate half a tub of ice cream half a tub of clotted cream with a shit load of Galaxy on top ,just ate half a tub of ice cream half a tub of clotted cream with a shit load of galaxy on top
1774,Only thing I've done today is brushed my teeth & took a bath ...  ,only thing ive do today be brush my teeth take a bath
1775,Sometimes i just want to be alone......... Forever  ,sometimes i just want to be alone forever
1776,Chris is leaving and dad isn't here and Made isn't here to clean and the weather isn't super amazing ,chris be leave and dad isnt here and make isnt here to clean and the weather isnt super amazing
1777,Last Sunday being able to watch the purple and gold for awhile ???? ,last sunday be able to watch the purple and gold for awhile
1778,Wish I was watching a meaningful game. ,wish i be watch a meaningful game
1779,Last red zone Sunday for a long time ,last red zone sunday for a long time
1780,sometimes i have dreams that 5sos are my bestfriends& we hangout a lot but then i wake up and realize they don't know i exist ,sometimes i have dream that sos be my bestfriends we hangout a lot but then i wake up and realize they dont know i exist
1781,Have to be skinnier.  Have to be prettier.  Have to be smarter.  Have to be anything  But myself.  ,have to be skinny have to be prettier have to be smarter have to be anything but myself
1782,Can't believe I've had 9 days off already and that I'm back to work tomorrow! ,cant believe ive have day off already and that im back to work tomorrow
1783,Start rehearsals for RSC Open Stages Macbeth next Sunday! Should be good if I can get in the mood! ,start rehearsal for rsc open stage macbeth next sunday should be good if i can get in the mood
1784," , every time somebody tries to do something good, so much is fabricated that common man fails to decipher ",every time somebody try to do something good so much be fabricate that common man fail to decipher
1785,Sometimes I just wonder is it all worth it  ,sometimes i just wonder be it all worth it
1786,Cracking on with these masters assignments! ???£ only 4 to go without any being completed already! ,crack on with these master assignment only to go without any be complete already
1787,"Came home from vaca seeing a run over kitten in front of our house, which died hours later after incurring severe loss of blood. ",come home from vaca see a run over kitten in front of our house which die hour later after incur severe loss of blood
1788,"So after a 10 month hiatus, I watch a movie in a multiplex and it's Ugly! Maybe I was better off not watching any. ",so after a month hiatus i watch a movie in a multiplex and it ugly maybe i be good off not watch any
1789,Give up now on the one I like and I'll regret it the rest of my life... ,give up now on the one i like and ill regret it the rest of my life
1790,Spending my last day off in bed rough as hell... And the sun is shining ??? ,spending my last day off in bed rough a hell and the sun be shin
1791,Mind that night out I had over Christmas?! Nah me either! ,mind that night out i have over christmas nah me either
1792,Turning 25 in a few weeks... Getting old sucks!!! ,turn in a few week get old suck
1793,Back to work this morning! :( ,back to work this morning
1794,So I fucked up my car ?? now I can't sleep ,so i fuck up my car now i cant sleep
1795,"God, people victimize me and put me down. Like what did I do to you? Are u jealous or? My whole life man like why fkin me ",god people victimize me and put me down like what do i do to you be You jealous or my whole life man like why fkin me
1796," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",or nonprofit organization offer help 7 800273talk 8255
1797,I miss my friends and family. ,i miss my friend and family
1798,ur all i ever think of.... whyd u have to go.  ,ur all i ever think of whyd You have to go
1799,More snow in Boise than here in the AK ,more snow in boise than here in the ak
1800,watching my sister's keeper this late was not my best idea ,watch my sister keeper this late be not my best idea
1801,I literally tweeted I don't like people ate Stevenson and got more favorites on that than I do on a picture of me??? ,i literally tweet i dont like people eat stevenson and get more favorite on that than i do on a picture of me
1802,Three blunts left then I have to re-up  ,three blunts leave then i have to reup
1803,11:05 on a Saturday and im home alone watching Eragon.  ,05 on a saturday and im home alone watch eragon
1804,Might as well just sleep  ???¥,might as well just sleep
1805,Been listening to Metallica and Nirvana the whole day. ,be listen to metallica and nirvana the whole day
1806,I always get  between Dec. 26 and . And really on into January. ?,i always get between dec and and really on into january
1807,I can't get myself out of this rut. I want to die. But I care too much about everyone else. So I will continue to be miserable. ,i cant get myself out of this rut i want to die but i care too much about everyone else so i will continue to be miserable
1808,I am so depressed right now I don't even know how I'm functioning.   ,i be so depressed right now i dont even know how im functioning
1809,"I've been in a funk all day, just feeling a little down  ",ive be in a funk all day just feel a little down
1810,Going to have to say goodbye to our beloved pup in the upcoming weeks. ,go to have to say goodbye to our beloved pup in the upcoming week
1811,OTH got me feeling some type of way.  ???­,oth get me feel some type of way
1812,"Seriously missing summer, got my blonde highlights, nude nails & workouts ready for 2015... Oh wait it's fucking -49 degrees out ",seriously miss summer get my blonde highlight nude nail workout ready for oh wait it fucking degree out
1813,"If there's one thing I hate, its being ignored. And everybody seems to be doing just that. Ugh.   ",if there one thing i hate it be ignore and everybody seem to be do just that ugh
1814,Not looking forward to the last day of @nflredzone tomorrow. ,not look forward to the last day of tomorrow
1815,Lately - nothing has been going right . ,lately nothing have be go right
1816,"Even if I should decide to enter into a new  with a new guy, who'd want me now? I'm a ,  excuse of a person.",even if i should decide to enter into a new with a new guy whod want me now im a excuse of a person
1817,"I took an order to people who lived in a million dollar home, and they didn't even tip ??? ",i take an order to people who live in a million dollar home and they didnt even tip
1818,@FreshFryBread lol! How am I supposed 2 play said tune when   ect?,Laughing Out Loud how be i suppose play say tune when ect
1819,not even in school and anatomy still manages to ruin my day. fuck that bitch of a teacher too ???­???­???­???­ ,not even in school and anatomy still manage to ruin my day fuck that bitch of a teacher too
1820,My Hoosiers and Cards both lost today???© AND the sun has been out 2x in the past 13 days!!  ,my hoosier and card both lose today and the sun have be out x in the past day
1821,Have to get up at 5am for work.   pic.twitter.com/LevUGdTSnP,have to get up at be for work
1822,And again the same problems as all season and last year and the year before.  ,and again the same problem a all season and last year and the year before
1823,"??â¢What ""I'm Fine"" really meansâ¢??   pic.twitter.com/8AGOTjdGZh",what im fine really mean
1824,"I lost a bet to my nephew, Lucas! This is what I'm wearing for the rest of the day.   pic.twitter.com/Y1H0s3lTmO",i lose a bet to my nephew lucas this be what im wear for the rest of the day
1825,Getting on the jd and coke   ,get on the jd and coke
1826,It would be great to have a mother that listens. ,it would be great to have a mother that listen
1827,So what do you do when your favorite chinese restaurant closes after coming in for 10 years? You go into withdrawal.  ,so what do you do when your favorite chinese restaurant close after come in for year you go into withdrawal
1828,You know you're  when a friend wants to come upstairs to say hi and you can't even fathom sitting up much less talking,you know youre when a friend want to come upstairs to say hi and you cant even fathom sit up much less talk
1829,Binge/purge: once. Eat/purge: once. Only two thirty. Fuck this. I'm going to bed.  ,bingepurge once eatpurge once only two thirty fuck this im go to bed
1830,I honestly don't even wanna go to work.  ,i honestly dont even wanna go to work
1831,Hope he gets better ?? â@MickeyDeadBish: Uncle Back In The Hospital â,hope he get good uncle back in the hospital
1832,"sometimes, you need to pretend that everything is okay even its not.  ",sometimes you need to pretend that everything be okay even it not
1833,Just watched The Hobbit The Battle of The Five Armies... I am weak... so so so damn weak... :'(  ... ,just watch the hobbit the battle of the five army i be weak so so so damn weak
1834,My Worse Fear About This Whole Thing Has Cane True.??? ,my bad fear about this whole thing have cane true
1835,"Went to  earlier today, didn't feel like buying anything ???©. ",go to earlier today didnt feel like buy anything
1836,This game in El Paso looks like a high school game ,this game in el paso look like a high school game
1837,In the bath swimming about like a dolphin and there's not hot water left fml  ,in the bath swim about like a dolphin and theres not hot water leave My Life Sucks
1838,Holy moley this is the dreaded moment... when an extrovert is alone for the first time after the holidays ???­  ,holy moley this be the dreaded moment when an extrovert be alone for the first time after the holiday
1839,@CarreraE3 Why would you introduce me to a show with only one season?! Brooklyn Nine-Nine come back!   ,why would you introduce me to a show with only one season brooklyn ninenine come back
1840,Didnt find out until later. Ths is the LAST burger I'll eat frm Four Winds in GA. They closed for good...   pic.twitter.com/TrA5cuVqyk,didnt find out until late th be the last burger ill eat frm four wind in ga they close for good
1841,a neend in need is a neend indeed   ,a neend in need be a neend indeed
1842,"Irrespective of the level someone is , sympathizing will definitely help him/her have some rest.",irrespective of the level someone be sympathize will definitely help himher have some rest
1843,Should really now start this 3000 word essay and revision   ,should really now start this word essay and revision
1844,I'm starting to wonder if  is actually looking out for me right now. I would say why but I'm too embarrassed. I'm 2 low class ,im start to wonder if be actually look out for me right now i would say why but im too embarrassed im low class
1845,"I only miss the memories, not you   ",i only miss the memory not you
1846,Been left and grandma's house want to see mummy and daddy   ,be leave and grandmas house want to see mummy and daddy
1847,Damn so much snow why did I even look outside  ???,damn so much snow why do i even look outside
1848,I gotta get dressed for work now  ???­???­???­,i gotta get dress for work now
1849,Well just thoroughly depressed myself while sifting through photos from Australia to burn to CD for my Nana  ,well just thoroughly depress myself while sift through photo from australia to burn to cd for my nana
1850,getting my hair cut today ????????  ,get my hair cut today
1851,Woke up looking at my poor shattered phone ,wake up look at my poor shatter phone
1852,No idea what to say to myself ,no idea what to say to myself
1853,Love that character     pic.twitter.com/uRCSKr2or8,love that character
1854,Before you label yourself as  or low  make sure you're not simply in fact surrounded by... pic.twitter.com/QrpK8Kn9pR,before you label yourself a or low make sure youre not simply in fact surround by
1855,I hate it I hate it I hate it I hate it I HATE IT LIFE I HATE   ,i hate it i hate it i hate it i hate it i hate it life i hate
1856,"So sick of having the same new year resolution.. To get hitch, get love and be happy..maybe  will be just staying alive..",so sick of have the same new year resolution to get hitch get love and be happymaybe will be just stay alive
1857,Why is it the most depressing thing when your book ends....... Especially not in a satisfactory way! ???­???­???­???­???  ,why be it the most depressing thing when your book end especially not in a satisfactory way
1858,Back at work! ! This week off went so fast ;(,back at work this week off go so fast
1859,Grinchmas ends in a week and I haven't gone and probably won't go. ??? ,grinchmas end in a week and i havent go and probably wont go
1860,"Also, I finally caved and ""viewed my year"" on fb. Made me feel more  than  ....thanks, Facebook. ???¬",also i finally cave and view my year on fb make me feel more than thanks facebook
1861,I wish I had a way of dealing with the pain. Instead I just cry and and hold my sleeping child  ,i wish i have a way of deal with the pain instead i just cry and and hold my sleep child
1862,I could really go for a giant glass a milk and I have none.  ,i could really go for a giant glass a milk and i have none
1863,Wish there was more to my life??½   ,wish there be more to my life
1864,What do you do when your mother starts to hate a person you love?   pic.twitter.com/MTXm2Hxduj,what do you do when your mother start to hate a person you love
1865,Here I go again.. No sleep leads to overthinking. And now I have to deal with people again. ,here i go again no sleep lead to overthinking and now i have to deal with people again
1866,I'm cramping so fucking bad but bb boy isn't here to rub my tummy. ???¢ ,im cramp so fucking bad but bb boy isnt here to rub my tummy
1867,Now that I've seen all of the The Lord Of the Rings movies I have nothing to look forward to... ,now that ive see all of the the lord of the ring movie i have nothing to look forward to
1868,"  About to have a breakdown, I really need a friend",about to have a breakdown i really need a friend
1869,why would someone write a movie like The Fault in Our Stars? :'( ,why would someone write a movie like the fault in our star
1870,I wake up everyday wishing i didn't.....   ,i wake up everyday wishing i didnt
1871,"Keep wondering how my life could've turned out, if not shaped by certain . Feeling  & .",keep wonder how my life couldve turn out if not shape by certain feeling
1872,"If Danny thinks I'm depressed because I ate 375 calories of maple syrup, then he's probably right   girl coming through",if danny think im depressed because i ate calorie of maple syrup then hes probably right girl come through
1873,Losing somebody that means the world to you ??????°???°???°???°???«???«???«,lose somebody that mean the world to you
1874,I can't sleep because if this   ??? ,i cant sleep because if this
1875,I really hate movies about relationships. ,i really hate movie about relationship
