,tweet
1486,"Some of these ,   quotes are just cringe"
1487,I hate a tease!! First you get my hopes up and then you act like its all fine and then nothing. You just freeze on me and leave me all alone in silence. It so very rude. I hate you Xbox live
1488,I wish life was simple and painless. Whenever you think you're happy and think you got it all  life comes and screws you over.
1489,"I'm going to keep banging on about this, cos it's true. What you focus on, you get more of. Stop telling yourself you're  or . Tell yourself you're happy, strong, confident, powerful. Not only cos you ARE, but cos your brilliant mind listens to what you tell it. pic.twitter.com/CIMOnc0ocM"
1490,So much for riding September October. Minimum November so let's just say done for the year??
1491,Or when you are  and you're all like I know all my demons we chat all the time.  pic.twitter.com/YadUUZhU6E
1492,This song on repeat all day    pic.twitter.com/b6lMpVGyPz
1493,I will choose to leave than to live..
1494,I always have a reason to be upset and
1495,"   I do not know anymore who I am in life because of my parents . I dont know if I still own my life the fact I feel shallow. Why does life always seem to be unfair , to the point u feel nothing."
1496,"Dysthymia is a state of chronic  mood, the symptoms of which do not meet the severity of a major ."
1497,some things you said kept me up all night.
1498,A  () happens when a person has at least two weeks of  mood.
1499,"Silently screaming for help inside, wanting to die and wishing someone would see and help me   "
1500,I'm sad/depressed again & it's my fault for not changing it.
1501,wtf bro 0 stars in my first attack in war fuck this shit man
1502,Compact Metal Leaf Grinder with Four Layers  pic.twitter.com/VTan3PBT6H
1503,Feeling bummed out rn. Family is disappointing and friends are too far away. ??
1504,Really trying to not look at tweets or watch any videos from Alisons first red rocks show I am
1505,Small Ceramic Ashtrays for Cigars  pic.twitter.com/ZYWWqXc427
1506,I dont hate white people. White people hate me. I dont hate white women. White women have rejected me constantly. I am white myself but we really do suck
1507,Anyone want to talk? I'm feeling depressed
1508,I like this and thought I would share in case it helps a little    pic.twitter.com/m2alvA4RN5
1509,I accidentally Fucked up my hair  ??????
1510,My dad *beating my mom*  Me in the other room trying to distract my siblings so they can't  hear my mom crying:  pic.twitter.com/oJDoPee3AB
1511,"If I DM you , Will you reply me...?   "
1512,Been super  maintaining control & not comfort eating toxifying my body; Rationally i know i'm just hormone cycling but the pain sucks so much will take a few wks for endorphins to replenish; Chanting & sleeping most of week .. Netflix & chill in bed .. repeat ..weee!  pic.twitter.com/K3maSdAzrT
1513,"No no no, everyone is starting to go back to school & Im not "
1514,man im really one of those bitches who says theyre broke all the time but will spend 40+ dollars on alcohol every weekend sorry Im just
1515,mood is often one of the early symptoms of hypothyroidism (reduced activity of the thyroid gland).
1516,Out drinking by myself self got that  feel today bois
1517," mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems."
1518,Feeling depressed. Need to find who i am and job wise
1519,It is not a beautiful day as usual.
1520,Certain medications are known to cause  mood in a significant number of patients.
1521,Have you ever been devoid of touch for so long that even a touch on the shoulder could send you into tears?
1522,Nobody chooses to be . But we do have the power to choose how we deal with it. We can give in & let the black dog hound us.  Or we can choose to fight the inner b*tch that keeps us prisoner. Start by choosing to ignore her voice & choose  thoughts instead. pic.twitter.com/zMZcKcpuJb
1523,"They say life's short, but I'm bored already.   "
1524,I truly wonder what is wrong with me? I try my best to do what makes you happy yet it doesnt. Maybe Im not the one YOU want and it kills me to think that.... maybe youre in love with someone else and not me...
1525,fuck that guy who made me feel like shit again.  ????
1526,Chocolate cake for supper.
1527,No more Twitter for tonight... Today is officially my birthday.. and I wish I was dead... ????????    pic.twitter.com/t1TP7HcFJr
1528,Im now  I will be blacking out my pfp and deactivating. Expect to see me back in 2 minutes tho cuz Im a clout chaser.
1529,when can I really respect and love myself more than anybody else?
1530,ugh im so unhappy and at war with myself
1531,i have no classes with my neighbuour or my budster and we dont even have LUNCH ??
1532,You ever been so  depressed you cant even get it up?
1533,"Such is my life! Too many weekends lost this summer to the damn IBS! So, so sick of it!   pic.twitter.com/z3Kw5dKl6K"
1534,"Another year of me not going to beautycon ?????? , seriously worst day of my life "
1535,"Someone has told me, ""You have very pretty eyes and a smile.. but it's hard to ignore the Hurt, sadness & disappointment behind it."" ??"
1536,Saturday nigjt watching this is england 90
1537,Timmy said I changed  I'm depressed eboy now
1538,I'm running out of time. I don't know what I'm gonna do right now.
1539,so..had to restore my phone today..all my beautiful memes and stickers are gone..I feel like my son died.
1540,I'm starting to lose faith in me getting better..
1541,sorry if i dont reply to dms/texts iiiiii have only been talking to ry and soph bc i feel  depressed so. Yeah ??????
1542,"i hate getting so sad to the point where my body completely shuts down, and all i can do is just lay and think about all my problems. "
1543,Eeyore was my favourite Winnie the Pooh character growing up.. now I understand why ??
1544,"No mater how many times you lose in a game, it will always tell you ""try again""... When things go sideways, sit back and enjoy a favorite game.   "
1545,Am I drinking  and being  before going into work? Youre damn right I am????
1546,This algorithm can guide management of the next  or Suicidal patient you see in your ED.  covers this complicated and critical Chief Complaint. pic.twitter.com/z3EKgdKzY0
1547," people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide."
1548,"   God, please help me."
1549,Guys!!! Im  im leaving Twitter!!! Am blacking out! ????????  pic.twitter.com/2ZPKNJ2QzA
1550,So just been looking at profiles of my other half's family accounts on Twitter and i'm extremely depressed that my life is full of ChronicPain. I'm not living a normal fulfilled life like they are. Why is it taking over my existence..?
1551,"I'm very unhappy, I don't have a girlfriend, I don't have a Boyfriend and I don't Like where I live   "
1552,nobody knows its my birthday am so depressed
1553,I saw a sad video and it ruined my whole day. So now I'm drinking a michelada and just bought 60$ worth of weed
1554,"I'm not sure if other people with suicide/depressed/ friends/family/etc ever worry about waking up to the people they care about just... . And it's really difficult to process day after day, and try to act like nothings wrong."
1555,I just wanted smash burger but Im on crutches and they dont have a drive through so Im
1556,Friday night. Trying to relax. Can't. Today was the 2nd time in my 20 years of federal biofuels advocacy where we just flat out lost. No way to sugarcoat it. Leaves me sick to my stomach knowing what farmers are going thru and seeing biofuels plants shut down.
1557,"Im watching One Strange Rock on Netflix, talking about how Earth began, how it survives, its dangers and our danger. These types of documentaries always remind me how nothing fuckn matters and were all gonna die because were killing ourselves?? "
1558,I really need commission work
1559,"PLANNING FOR THE NEW WEEK  ""Failing to plan is planning to fail"".  In the last few months, I've allowed my depression to control my ability to function.  After 3 months of meds, I'm finally productive.  What your plans for the new week?    pic.twitter.com/3RDI20arti"
1560,How do I find joy and pleasure in life again?
1561,We rush to care for physical problems but often act like emotional problems are unimportant.
1562,I'm not sad. I'm sick.
1563,Depression bit me so hard it took me months to get back on social media
1564,You don't understand  until you can't stand your own presence in an empty room.
1565,"physical wounds heal, people forget what happened to you, how hard you have to fight the demons inside every day. I wish people could see how hard every day is for  have 1/6 of my brain missing, some days are bad...   pic.twitter.com/6d8IwVHsfG"
1566,can have many different symptoms.  pic.twitter.com/CeORRKfncL
1567,Today is going be a shit day
1568,"Infact if you keenly observe all religion haters, community haters are currently down with depression attack."
1569,I couldnt be with people and I didnt want to be alone.
1570,Do you set boundaries for yourself. Not doing so will eventually create unintended stress and anxiety. Setting boundaries will make life a whole lot easier.
1571,how many days of being unable leave bed and do the things you usually enjoy before alarm bells ring?
1572,I haven't talked about hoarding and depression in a while. I'm on a quarter dose of meds now. And I'm still a bit stuck with hoarding. Decided to try to do some removal for efficiency today. I found a dotmatrix printed transcript of  from . Fullpost Twittr.
1573,I'm just going to say it. I'm a complete fucking mess here! Seriously wanting to just run and kiss a certain individual. She knows who she is. I can't tag her in it tho. She is still my better half.
1574,I cut today. And Im not proud of it.  lmao I feel so edgy putting a depression hashtag. Whateva idc.
1575,Hey what s up family I'm having depression for dinner
1576,What depression mean :) Laugh outside down inside   pic.twitter.com/tkZeniwtIb
1577,I need friends on here so lonely talking to myself just mad this Twitter and need friends ??
1578,"Hewwo, I'm kinda feeling down. I don't think I'm ever going to be noticed as an artist. I promote and such but I'm not sure what would draw attention to others besides requests. Which is fine but I'm not really making a name for myself. And I hate it.     pic.twitter.com/8yZKCDI8xh"
1579,"Sometimes when you plan your day to be the most productive, depression puts you down anyway. You have to be your best even then and proceed with your plans.   "
1580,"just learned that the wizard of oz was a metaphor for the monetary system in the wake of the great depression. yellow brick = gold, Oz = ounce, etc. Theres way more.   "
1581,"This journey to become a YouTuber isn't easy for me. I walk with a purpose to fix me. To record it, edit it, then post it for all to see ain't easy. I do it for the one person that needed the message not the haters.  "
1582,"Anxiety in the heart of man causes depression, But a good word makes it glad.   Proverbs 12:25"
1583,"If you're friended with me, and I find out you think all someone has to do is snap out of it re: their  and PTSD... do me a favour:"
1584,Welcome to the panic room Where all your darkest fears are gonna Come for you    pic.twitter.com/8k0iXet8z5
1585,"Friends & family should be on your side when it comes to helping you manage & eventually beat . Being open about your illness with those close to you can help them understand whats going on for you, and why they may think youve not been yourself. "
1586,"The worst thing about  is that it teases you thinking you are getting better, but then it drops you back to the bottom harder every time.  I wish I could just be happy....  pic.twitter.com/zRf2H1L13H"
1587,Deserve the world and if you feel like nobody cares or wants you here I do I love you and I care and I want you here dont let this people tell you that your not worth it because you are your worth everything
1588,"Despite being physically very unwell this past week, I am mentally feeling very strong right now. Genuinely excited by the opportunity to kick on now and make the most of life. Overcoming  one step at a time."
1589,"and if you try to stand up for yourself especially when it gets too much, you are being rude, and disrespectful.    happens."
1590,The next story about depression was also awesome. What a super lady to shine through tough times and then tell her story to help others.
1591,I lost in a maze. How to escape?
1592,"Darkness won't fade. It envelopes you, crawls under your skin. It stays and never seems to leave.   "
1593,"Amazing how you can be so fatigued and unmotivated, then a few sweet words of encouragement can mobilize you in minutes to leave the house. Words like ""He didn't deserve you"" or ""You can get better."" Or ""Chinese food buffet."" I'm not proud but that's where I am. "
1594,No job. No car. No money. No worth. .... ..... ....... Thats kinda where I am @ right now.
1595,"Why does certain things happen? What can be done to change this? Questions, are the worse.   "
1596,Im watching my show and its still not keeping my  depression and anxiety at bay. This stress is crushing me :(
1597,If you're dealing with depression just remember you aren't alone talk to closes person who been there for you and trust you I know it's hard to speak up I'll try to help you too as much as I can to hear your problems
1598,jfc ANOTHER bad morning  I dont even have anything to be depressed about  oh hang on  leaving me to fester under the poverty line for 10 years
1599,"I can't get through this without pain and suffering. And I'll just keep on talking, trying to make my way through every day. I love you Debbie. "
1600,I used to imagine I'd hear something at the door. I'd hear a knock and I'd pray it was her. Or I would hope it was her. I had dreams like that. I'm not having dreams like that now. I know she's gone. She won't be back. Ever. I sure love her. I sure miss her.
1601,"Anyway, I walk around the house, and I try not to look at things, try not to think of her. But that's all I can do. All I do is feel this deep pain, this deep longing. I see her again. I remember when I was in Germany, and she left. "
1602,"That she feels good, feels no pain, is happy. If there isn't, I'll probably never see her again. Unless there's some other side, like hell. How she may get to that side, I don't know how that would be. She was too much of a saint. "
1603,"Came up here, a new life, after the last divorce and a year of being in pain. Slowly dissipated, but it's never gone. I've been abandoned again. Lost. Taken away from happiness. But I sure hope Debbie, if there is another world, a heaven, that she's in it. "
1604,That... I couldn't believe my luck. I was so excited to be with her. Or going to be with her again when I lived in Chandler and she lived in Spokane. We connected again through email. And we started talking and texting and emailing. I was so excited.
1605,"I dreamt the other day when I would see her again and be with her. At least see her again. I finally got to in 2007. It took us two weeks to decide we loved each other still... looking at the old emails. Or less than two weeks, I don't know. "
1606,"She didn't go out with anybody. She died. It's really hard to accept sometimes. I feel lonely. I feel lost. I feel like I don't have anybody there for me anymore... who can pick up the slack, when I'm lacking. I guess that I'm glad she's not in pain. I sure miss her. "
1607,"And I walk around the house and sometimes I think just momentarily that she'll be back to take care of this or that. And I realize she'll never be back. She didn't go away on a trip. She didn't go away on vacation, she's not at work. She didn't go to the store. "
1608,Manic depression has taken by soul I wish I could all this pain away
1609,"Having a double mastectomy, very painful. Having radiation, never being over the pain. Taking pain killers, a lot of pain. And being diagnosed with Stage-4 cancer a year later, November 21st, 2017 to November 21st, 2018. And she died two months later, Jan 21st, 2019. "
1610,"I walk around the house and I see things of Debbie and I think of her. I think of the pain she went through, suffered for so long. All those procedures she went through. Between finding out she had cancer and the pain. Having chemotherapy for a long time. "
1611,"She would have some understanding. But noone, noone is there. People have their own lives and their own busy schedules. I have nothing but time. Time to think about what I used to have and what I no longer do have. I think, if I could only be with her again. "
1612,"No matter how hard I try, I cannot force her memories from my mind. As much I loved and love her, I don't want to think about how much I miss her. She was the person I need the most when I feel this way. She would talk to me, she would spend time with me. "
1613,"Yet another sleepless night. I record 'comfort' stuff. Will be watching the *Hairy Bikers* and *A Place in the Sun* until the wee, small hours. With my little dog ?  "
1614,"Despite every attempt, my outpouring of emotions fails to strike substance and falls to the wind dispersing with the world's other particles. "
1615,Depression is like wearing a one of those weighted blankets- makes it feel real good to lay in bed for 16 hours but also makes it pretty exhausting to do anything outside of that
1616,Learning to pretend to have a good time had become a natural skill. I hope one day it is genuine
1617,Try to keep up with social activities even if you dont feel like it. It'll help with
1618,Mindfulness Therapy is the application of depression for healing  and  and emotional pain. This is a very powerful approach once you have learned how to do this.
1619,Hello darkness my old friend  I've come to talk with you again...
1620,Come on. I took an extra 75mg of medication and  and  are still kicking by butt today. Think I'm just gonna pic.twitter.com/5sE2izjGOc
1621,"My Anxiety Disorder, PTSD, Depression   are real and today I am battling. My happiness is fading and my brain is messing with me so badly, Ive been trying hard not to cry, trying hard just to stay positive but I am struggling."
1622,"I almost rear-ended someone stupidly bad earlier because my brain, and body are so exhausted, mentally and physically. My anxiety has been so bad today. Its been a struggle..   "
1623,"Feeling okish one minute then ?? for no reason what's so ever. Psychiatrist was right chronic depression gives no warnings, mood just dips when it feels like it.  Top it off anxiety is at a high too.  "
1624,"Felt good that I was at least able to get my laundry started, but haven't done anything past that. Though I've at least fed myself today. :/  "
1625,Mindfulness Therapy is the application of depression for healing  and . This is a very powerful approach once you have learned how to do this.
1626,"you all depression ever made you stay home and cancel plans for weeks, but then feel like you're going crazy cuz you're home all the time? "
1627,I didnt want to wake up. I was having a much better time asleep. And thats really sad.
1628,Just realized I was too depressed yesterday I haven't ate
1629,Are you feeling like you don't deserve to be going through all of this love problems have you given your whole heart to this person has this person betrayed you and make you feel like you're at nothing DM free reading today    pic.twitter.com/dDCsytXjbl
1630,I cant Take it ????    pic.twitter.com/vXqNH9NjH6
1631,"People: ""Just exercise, you'll feel better."" Full depressed me: ""k"" *bikes 20 miles* *showers* *curls into a ball and weeps* "
1632,I feel like my husband are growing more and more apart.
1633,"Me: My ""check engine"" light is on. Mechanic: Which car? Me: No I said mine.  "
1634,Best anxiety & depression  quick fix : the loving eyes of your pup. The world feels 1000 times more hopeful after a receiving some . pic.twitter.com/PlCs6KUyGj
1635,"41 year old woman wth chronic pain,  and  ""I've noticed that I'm not breaking down crying everyday, my mood seems to be more positive and the intense, intrusive thoughts aren't as strong. It's only been 6 micro doses but I feel like I'm seeing some improvement.""  pic.twitter.com/CFTdb6q2ka"
1636,"when i needed a hand, who can i turn to? when ""this"" attacks who is willing to help?  "
1637,With nasal spray of  ketamine being introduced by end year its administration will be safer. However it is pricey so IM/IV ketamine will remain for treatment resistant .
1638,"When I'm at work and depressed dont say ""you look unhappy"". I'm here and working, what next you'll go to Disney world  and tell little kids that that it's not the real character. I'm doing my best, don't shatter my illusion.  "
1639,Been feeling pretty shitty all day. I put it down to a busy week but I think it's just been an off day!!!So I have had a hot shower washed and conditioned my hair put on a boxset still feeling shitty but I'm trying!!
1640,"Sometimes, no matter what you do,  and  can swoop in, covering you like a thick storm cloud. For me, those are the times I have to wait it out, go within and draw upon the wisdom of spirit. Still, it can really suck."
1641,"â@JamieLOVEHarris: is the sun ever gonna shine again? â YES, it WILL! :)"
1642,Fed up now ??? why can't anything be simple an straightforward not in my life 
1643,I need to work on being a stronger person emotionally 
1644,"I dreamt that  was back. Alas, it was just a dream. "
1645,I want to read books and learn more. But books are to damn expensive. Reading PDF format from computer screen sucks. 
1646," because I had a dream @ralligatorrr & I were on springbreak in cancun, woke up and realized I was still in Ohio & it's December???­"
1647,@RFC_Daryl LW next I bet! Let's start going to the golf! We can get pished all day! 
1648,Hi // I'll be gone for a while // stay strong    pic.twitter.com/vcnKc6gsDC
1649,so I just found out that my crush is gay neh..and mind you I have an ex who is gay..I think am cursed 
1650,Was expecting this from Dhoni but thought he will say 4th test will be his last.  
1651,"Such a great condition upon new year, no rest for the weary "
1652,That feeling when everyone is just giving up on you but you're still fighting for them...argh  
1653,A week without me car now ???©???© 
1654,Why didn't I book today and tomorrow off??!!!! 
1655,And so she drinks to numb the pain away because it's easier this way. This way she has control.  
1656,The fact that I'm leaving warm weather and palm trees for negative weather and snow literally could make me cry.  ??´â??ï¸âï¸ ???­???­???­
1657,If i stay actually just changed me 
1658,I'm on my way with my best friend to the airport. She flies back to the states today.   
1659,Sometimes I understand why Kurt Cobain blew his head off...
1660,Dr. Gene offers mental wellbeing to  souls. 
1661,Sleeping with my dog for the last time b4 the trip 
1662,"honestly just wanna watch OTH & have no Netflix to do that, so "
1663,New  Instagram by @another_lost_girl Watching Ellen cuz she makes me happy ???? - - - { ... pic.twitter.com/RII4ZUsTNT
1664,I wish I didn't feel like I bothered you all of the time.. 
1665,Is it even trail mix if pretzels are just left ???£??? 
1666,"this is one of those nights where I just want to get in my truck & drive, & think. .? ????"
1667,"- From December 26, 2012 - January 12, 2013 Was The Worst 18 Day's Of My Fucking Life ???¢   "
1668,So tired to blend in ??â½?    pic.twitter.com/S71Lb5dNeo
1669,I lost my facebook account...i wonder whats next.. 
1670,I'm actually not  for once. I'm going into  as a new me. I hope anyhow. 
1671,Weirdly without Monday football night  
1672,Music can be the worst or best thing    pic.twitter.com/X3zNEgk9td
1673,still feeling like crap. havent had a good christmas in quite a few years   
1674,I want peace. A life with no conflict. Do I have to die to find peace?  'suck it up or commit suicide'? Is that my only options? 
1675,It's weird that I get 300x more depressed over Christmas break every year.  
1676,Today is just Monday and I have one this week before going back to wat I call a nightmare SCHOOL!!  
1677,That was a horrible decision. The Fault in the Stars all alone ???­???­  
1678,why in the deepest darkest depths of winter did I look through holiday photos from last summer?  
1679,Just had a craving for ce fiore and then I remembered it's gone forever  ???
1680,Jamba Juice isn't in the mall anymore ??????±???¢
1681,"Depressed and lonely /: Stuck in a deep, never ending hole :(  "
1682,"6+ yrs of saving & my eye sight staying the same, i was excited for ... Just found out; im not a candidate.  very "
1683,"Just woke up because let's be real, can't be upset or angry if you just sleep all day.   "
1684,@aacobe so you no its bibby time  lol
1685,You know you're depressed when most of your friends have ps4 and your stuck on ps3  dealing with drama from 12 year olds :'( 
1686,"Finally a famous football team is in the UAE but as usual i have bad luck and i can't go see them ,  not only over this"
1687,Not going to Decadence after allâ¦ 
1688,"I feel like it again, it's been so long since I've been life this. I want to but I don't.  "
1689,Whats going to happen to my life now .
1690,I don't know how I did it but I made the worst ceasar imaginable. And I'm the king at making ceasars... 
1691,Feels like no one wants to talk to me   
1692,The amount ae fucking spots I have right now honestly makes me wanty cry  ???­???­
1693,Reality has set in.  I'm jobless.   
1694,And literally 30 or more things that was the reason to live and how to not be  but wasn't really AT ALL. A++ for intent tho.
1695,Her: You?!? Depressed?!? But you are ALWAYS SMILING!!  Me: Right. I've learned not to go out in public . It isn't safe out here.
1696,"Lawdy how come only people that wanna help a  person are the 1st ones to say shit like: ""Smile! You're prettier when you smile!"""
1697,"""@freedrugrehabs: Addiction goes beyond drugs and alcohol. When you're , anything has the potential to control your life""ben there"
1698,Reading and watching the fault in our stars in the space of a week wasn't the best idea  ?????? 
1699,i feel like i'm a prisoner of my own life.. like as if my life was a jail and i'm doing a lifetime sentence 
1700,I've come to the realization that my phone isn't going to make it through the day. 
1701,Up at 4:30am for an airport run and I'm not even going on holiday! 
1702,I have exactly one more month to enjoy being in my 20's.   
1703,"Laying in bed eating dinner for one, watching netflix! Surely there's more to life?!   "
1704,I'm really kinda missing the poms team??????­?? 
1705,"@iagarwal5 I never knew this !! Oh my god , why ? "
1706,the  people are the  ones..
1707,Goodbye world I look like a newborn and will never be emerging from under my comforter  & 
1708,No haircut today ???«    Work in a bit  smh
1709,"That moment your mom buys you a Phone, (._.) and she buys the exact phone you told her not to buy.   I hate "
1710,I luv the fact how I feel so alone :'( life sucks ass I love them and I luv how family is supposed to be here 4 you well fuck it  
1711,Last week in NYC... Can't beleive it's been two months already. Time goes SO fast !  
1712,No one changed the radio station in the office. It's still on Christmas music.  ???­
1713,Yep...I have them feels right now   pic.twitter.com/BafudqfBEy
1714,OKAY! TAAS NA KAMAY KO! DI KO MARETRIEVE UNG PICTURES FROM LAST NIGHT'S ROAD TOUR! KILL ME NOW!!! :'( 
1715,Social media can be the worst thing ever!  
1716,I need a job! Sick of Fredericton. Got to head west like everyone else   
1717,Scratched 2 inches ice off the car 2 go sledging.After being done we had enough snow and stayed at home   pic.twitter.com/RaRHNljLMt
1718,Duno why I decided to weigh myself and  check my bank balance all in one morning 
1719,Cant believe theres less then a week to school! 
1720,Not ready for vacation to be over.   
1721,"It's turning into a feel like crying night but can't, mmm.  times"
1722,Wish I had took holidays instead of being at work 
1723,"This can't be right, being back at work so soon "
1724,"Apparently my stomach can no longer handle extra spicy chili without trying to kill me. What's next, rice pudding and Ensure? "
1725,I thought leaving would make it better. It did but then it got worse .    â¤ï¸
1726,The only thing a selfie sunday reminds me of is that tomorrow is monday 
1727,I'm so  that I dropped my phone in the toilet.... I'm no longer  for now....  ugggh
1728,Just woke up  but want to go back 2 sleep. 
1729,Back to work like nothing ever happened 
1730,Feeling so down on myself . . I have a lot of work ahead of myself but I need to do it 
1731,I was not included in that tweet... 
1732,I hate not having a job. 
1733,"I seriously need to stay off Pinterest, I want to try too many things and my bank account just wont let me ???¢   ."
1734,When you finally realize your dreams may not happen...????????????  
1735,Granny's out ??? I shall eat chocolate to make myself feel better ???­    ??
1736,When the male elves on lord of the rings have better hair than you... 
1737,Finally the fuck shit was sending fast 
1738,Tyler and I need to stop watching sad movies 
1739,so my phones in rice because i dropped it in soup earlier  
1740,Been feeling so depressed today I think my problem is I have a big heart or maybe its the fact that I do care idk  
1741,"I give u all u want &when I say Omg look! I always get late reactions, or you just straight up miss it.   pic.twitter.com/MXifaMocGY"
1742,Would you sign a petition to have Barnes & Noble stay open past 9pm?  
1743,Never looking for pity. Just looking for company and consolation.   
1744,haven't been on Twitter all day. 
1745,"God knows why we're  Only he can set us free ""For in much wisdom is much grief and he that increaseth knowledge increaseth sorrow"""
1746,4 days off in a row shld be nice but shittiest holiday in recent yrs. Xmas on Thur not ideal  home alone Thxgod  delivery
1747,Last play of my Raiders till August 
1748,That moment when u really need a hug bt u alne and ts midnyt...will jus hug a pillow instead..
1749,"Have you ever felt so  and , that you had horrible thoughts?Who do you turn to when you have no one? No one you can trust"
1750,yeah I watch depressing films like cyberbully because I'm sad and I can connect with it  
1751,Medication doesn't teach  people how to feel better or do better; this is something they have to learn for themselves. 
1752,"Watching Air Force One, good film but not paying much interest in it. Feel too rough "
1753,"As the days draw near to the end, I feel as though I'm suffocating and losing a piece of me. It never should've come to this... "
1754,Love to find pics of me! (not my pic) Because love hurts ???§???¥    ??
1755,Little things that affect you massively.  
1756,So I had three big tubs of Ben & Jerrys at my mums and she gave them all to my sister  ???¢???¢???¢
1757,hate seeing a shit photo of yourself and you think 'is that what i really look like'???«  
1758,Can't believe I had 4 days off work and I'm back in tomorrow  ????????
1759,Watching your  video is a good way to remind yourself of why you're 
1760,Not looking forward to New Years Eve. Going to be alone. Makes me depressed just thinking about it.   
1761,One more night in edinburgh would've been perfect ???© 
1762,Back in the toon ??? Get me home & into bed???« 
1763,Nobody has ever felt as bad I feel today  
1764,Got to regretfully admit that this years Top Gear Christmas Special was rubbish. The only good thing was the cars :-/ 
1765,Won't get to see the Amazing Beautiful adopted mom on New Years Eve didn't see her on Christmas either     :-(
1766,The ravens are up 20-10 over the browns with under 4 mins to go. It isn't looking good for the texans.   
1767,Jus when something makes you happy it fucking puts you right back in your place 
1768,should of just slept through this charger game 
1769,Wondering whether Flight travelling is safe?  How can a plane just go missing?  
1770,Mi stress out...Spanish Town Shopping Centre celebrating 25yrs and mi memba when dem had the groundbreaking   
1771,damn blizzard in rankin making me wait longer to see my babe ???©
1772,Noooo Jim?????­ You will be missed next season! 
1773,Just ate half a tub of ice cream half a tub of clotted cream with a shit load of Galaxy on top 
1774,Only thing I've done today is brushed my teeth & took a bath ...  
1775,Sometimes i just want to be alone......... Forever  
1776,Chris is leaving and dad isn't here and Made isn't here to clean and the weather isn't super amazing 
1777,Last Sunday being able to watch the purple and gold for awhile ???? 
1778,Wish I was watching a meaningful game. 
1779,Last red zone Sunday for a long time 
1780,sometimes i have dreams that 5sos are my bestfriends& we hangout a lot but then i wake up and realize they don't know i exist 
1781,Have to be skinnier.  Have to be prettier.  Have to be smarter.  Have to be anything  But myself.  
1782,Can't believe I've had 9 days off already and that I'm back to work tomorrow! 
1783,Start rehearsals for RSC Open Stages Macbeth next Sunday! Should be good if I can get in the mood! 
1784," , every time somebody tries to do something good, so much is fabricated that common man fails to decipher "
1785,Sometimes I just wonder is it all worth it  
1786,Cracking on with these masters assignments! ???£ only 4 to go without any being completed already! 
1787,"Came home from vaca seeing a run over kitten in front of our house, which died hours later after incurring severe loss of blood. "
1788,"So after a 10 month hiatus, I watch a movie in a multiplex and it's Ugly! Maybe I was better off not watching any. "
1789,Give up now on the one I like and I'll regret it the rest of my life... 
1790,Spending my last day off in bed rough as hell... And the sun is shining ??? 
1791,Mind that night out I had over Christmas?! Nah me either! 
1792,Turning 25 in a few weeks... Getting old sucks!!! 
1793,Back to work this morning! :( 
1794,So I fucked up my car ?? now I can't sleep 
1795,"God, people victimize me and put me down. Like what did I do to you? Are u jealous or? My whole life man like why fkin me "
1796," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)"
1797,I miss my friends and family. 
1798,ur all i ever think of.... whyd u have to go.  
1799,More snow in Boise than here in the AK 
1800,watching my sister's keeper this late was not my best idea 
1801,I literally tweeted I don't like people ate Stevenson and got more favorites on that than I do on a picture of me??? 
1802,Three blunts left then I have to re-up  
1803,11:05 on a Saturday and im home alone watching Eragon.  
1804,Might as well just sleep  ???¥
1805,Been listening to Metallica and Nirvana the whole day. 
1806,I always get  between Dec. 26 and . And really on into January. ?
1807,I can't get myself out of this rut. I want to die. But I care too much about everyone else. So I will continue to be miserable. 
1808,I am so depressed right now I don't even know how I'm functioning.   
1809,"I've been in a funk all day, just feeling a little down  "
1810,Going to have to say goodbye to our beloved pup in the upcoming weeks. 
1811,OTH got me feeling some type of way.  ???­
1812,"Seriously missing summer, got my blonde highlights, nude nails & workouts ready for 2015... Oh wait it's fucking -49 degrees out "
1813,"If there's one thing I hate, its being ignored. And everybody seems to be doing just that. Ugh.   "
1814,Not looking forward to the last day of @nflredzone tomorrow. 
1815,Lately - nothing has been going right . 
1816,"Even if I should decide to enter into a new  with a new guy, who'd want me now? I'm a ,  excuse of a person."
1817,"I took an order to people who lived in a million dollar home, and they didn't even tip ??? "
1818,@FreshFryBread lol! How am I supposed 2 play said tune when   ect?
1819,not even in school and anatomy still manages to ruin my day. fuck that bitch of a teacher too ???­???­???­???­ 
1820,My Hoosiers and Cards both lost today???© AND the sun has been out 2x in the past 13 days!!  
1821,Have to get up at 5am for work.   pic.twitter.com/LevUGdTSnP
1822,And again the same problems as all season and last year and the year before.  
1823,"??â¢What ""I'm Fine"" really meansâ¢??   pic.twitter.com/8AGOTjdGZh"
1824,"I lost a bet to my nephew, Lucas! This is what I'm wearing for the rest of the day.   pic.twitter.com/Y1H0s3lTmO"
1825,Getting on the jd and coke   
1826,It would be great to have a mother that listens. 
1827,So what do you do when your favorite chinese restaurant closes after coming in for 10 years? You go into withdrawal.  
1828,You know you're  when a friend wants to come upstairs to say hi and you can't even fathom sitting up much less talking
1829,Binge/purge: once. Eat/purge: once. Only two thirty. Fuck this. I'm going to bed.  
1830,I honestly don't even wanna go to work.  
1831,Hope he gets better ?? â@MickeyDeadBish: Uncle Back In The Hospital â
