,tweet
1647,@RFC_Daryl LW next I bet! Let's start going to the golf! We can get pished all day! 
1649,so I just found out that my crush is gay neh..and mind you I have an ex who is gay..I think am cursed 
1650,Was expecting this from Dhoni but thought he will say 4th test will be his last.  
1651,"Such a great condition upon new year, no rest for the weary "
1653,A week without me car now ???©???© 
1654,Why didn't I book today and tomorrow off??!!!! 
1655,And so she drinks to numb the pain away because it's easier this way. This way she has control.  
1656,The fact that I'm leaving warm weather and palm trees for negative weather and snow literally could make me cry.  ??´â??ï¸âï¸ ???­???­???­
1658,I'm on my way with my best friend to the airport. She flies back to the states today.   
1659,Sometimes I understand why Kurt Cobain blew his head off...
1660,Dr. Gene offers mental wellbeing to  souls. 
1661,Sleeping with my dog for the last time b4 the trip 
1662,"honestly just wanna watch OTH & have no Netflix to do that, so "
1663,New  Instagram by @another_lost_girl Watching Ellen cuz she makes me happy ???? - - - { ... pic.twitter.com/RII4ZUsTNT
1665,Is it even trail mix if pretzels are just left ???£??? 
1666,"this is one of those nights where I just want to get in my truck & drive, & think. .? ????"
1669,I lost my facebook account...i wonder whats next.. 
1670,I'm actually not  for once. I'm going into  as a new me. I hope anyhow. 
1671,Weirdly without Monday football night  
1672,Music can be the worst or best thing    pic.twitter.com/X3zNEgk9td
1677,That was a horrible decision. The Fault in the Stars all alone ???­???­  
1678,why in the deepest darkest depths of winter did I look through holiday photos from last summer?  
1679,Just had a craving for ce fiore and then I remembered it's gone forever  ???
1680,Jamba Juice isn't in the mall anymore ??????±???¢
1684,@aacobe so you no its bibby time  lol
1685,You know you're depressed when most of your friends have ps4 and your stuck on ps3  dealing with drama from 12 year olds :'( 
1686,"Finally a famous football team is in the UAE but as usual i have bad luck and i can't go see them ,  not only over this"
1687,Not going to Decadence after allâ¦ 
1689,Whats going to happen to my life now .
1696,"Lawdy how come only people that wanna help a  person are the 1st ones to say shit like: ""Smile! You're prettier when you smile!"""
1697,"""@freedrugrehabs: Addiction goes beyond drugs and alcohol. When you're , anything has the potential to control your life""ben there"
1698,Reading and watching the fault in our stars in the space of a week wasn't the best idea  ?????? 
1701,Up at 4:30am for an airport run and I'm not even going on holiday! 
1704,I'm really kinda missing the poms team??????­?? 
1705,"@iagarwal5 I never knew this !! Oh my god , why ? "
1706,the  people are the  ones..
1707,Goodbye world I look like a newborn and will never be emerging from under my comforter  & 
1709,"That moment your mom buys you a Phone, (._.) and she buys the exact phone you told her not to buy.   I hate "
1711,Last week in NYC... Can't beleive it's been two months already. Time goes SO fast !  
1712,No one changed the radio station in the office. It's still on Christmas music.  ???­
1713,Yep...I have them feels right now   pic.twitter.com/BafudqfBEy
1714,OKAY! TAAS NA KAMAY KO! DI KO MARETRIEVE UNG PICTURES FROM LAST NIGHT'S ROAD TOUR! KILL ME NOW!!! :'( 
1715,Social media can be the worst thing ever!  
1717,Scratched 2 inches ice off the car 2 go sledging.After being done we had enough snow and stayed at home   pic.twitter.com/RaRHNljLMt
1718,Duno why I decided to weigh myself and  check my bank balance all in one morning 
1719,Cant believe theres less then a week to school! 
1720,Not ready for vacation to be over.   
1723,"This can't be right, being back at work so soon "
1724,"Apparently my stomach can no longer handle extra spicy chili without trying to kill me. What's next, rice pudding and Ensure? "
1726,The only thing a selfie sunday reminds me of is that tomorrow is monday 
1727,I'm so  that I dropped my phone in the toilet.... I'm no longer  for now....  ugggh
1731,I was not included in that tweet... 
1733,"I seriously need to stay off Pinterest, I want to try too many things and my bank account just wont let me ???¢   ."
1735,Granny's out ??? I shall eat chocolate to make myself feel better ???­    ??
1736,When the male elves on lord of the rings have better hair than you... 
1737,Finally the fuck shit was sending fast 
1738,Tyler and I need to stop watching sad movies 
1739,so my phones in rice because i dropped it in soup earlier  
1742,Would you sign a petition to have Barnes & Noble stay open past 9pm?  
1745,"God knows why we're  Only he can set us free ""For in much wisdom is much grief and he that increaseth knowledge increaseth sorrow"""
1746,4 days off in a row shld be nice but shittiest holiday in recent yrs. Xmas on Thur not ideal  home alone Thxgod  delivery
1747,Last play of my Raiders till August 
1751,Medication doesn't teach  people how to feel better or do better; this is something they have to learn for themselves. 
1754,Love to find pics of me! (not my pic) Because love hurts ???§???¥    ??
1756,So I had three big tubs of Ben & Jerrys at my mums and she gave them all to my sister  ???¢???¢???¢
1758,Can't believe I had 4 days off work and I'm back in tomorrow  ????????
1761,One more night in edinburgh would've been perfect ???© 
1762,Back in the toon ??? Get me home & into bed???« 
1764,Got to regretfully admit that this years Top Gear Christmas Special was rubbish. The only good thing was the cars :-/ 
1765,Won't get to see the Amazing Beautiful adopted mom on New Years Eve didn't see her on Christmas either     :-(
1766,The ravens are up 20-10 over the browns with under 4 mins to go. It isn't looking good for the texans.   
1768,should of just slept through this charger game 
1769,Wondering whether Flight travelling is safe?  How can a plane just go missing?  
1770,Mi stress out...Spanish Town Shopping Centre celebrating 25yrs and mi memba when dem had the groundbreaking   
1771,damn blizzard in rankin making me wait longer to see my babe ???©
1772,Noooo Jim?????­ You will be missed next season! 
1776,Chris is leaving and dad isn't here and Made isn't here to clean and the weather isn't super amazing 
1777,Last Sunday being able to watch the purple and gold for awhile ???? 
1778,Wish I was watching a meaningful game. 
1779,Last red zone Sunday for a long time 
1780,sometimes i have dreams that 5sos are my bestfriends& we hangout a lot but then i wake up and realize they don't know i exist 
1782,Can't believe I've had 9 days off already and that I'm back to work tomorrow! 
1783,Start rehearsals for RSC Open Stages Macbeth next Sunday! Should be good if I can get in the mood! 
1786,Cracking on with these masters assignments! ???£ only 4 to go without any being completed already! 
1788,"So after a 10 month hiatus, I watch a movie in a multiplex and it's Ugly! Maybe I was better off not watching any. "
1789,Give up now on the one I like and I'll regret it the rest of my life... 
1790,Spending my last day off in bed rough as hell... And the sun is shining ??? 
1791,Mind that night out I had over Christmas?! Nah me either! 
1792,Turning 25 in a few weeks... Getting old sucks!!! 
1793,Back to work this morning! :( 
1794,So I fucked up my car ?? now I can't sleep 
1796," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)"
1799,More snow in Boise than here in the AK 
1800,watching my sister's keeper this late was not my best idea 
1801,I literally tweeted I don't like people ate Stevenson and got more favorites on that than I do on a picture of me??? 
1802,Three blunts left then I have to re-up  
1803,11:05 on a Saturday and im home alone watching Eragon.  
1805,Been listening to Metallica and Nirvana the whole day. 
1806,I always get  between Dec. 26 and . And really on into January. ?
1811,OTH got me feeling some type of way.  ???­
1812,"Seriously missing summer, got my blonde highlights, nude nails & workouts ready for 2015... Oh wait it's fucking -49 degrees out "
1814,Not looking forward to the last day of @nflredzone tomorrow. 
1817,"I took an order to people who lived in a million dollar home, and they didn't even tip ??? "
1818,@FreshFryBread lol! How am I supposed 2 play said tune when   ect?
1819,not even in school and anatomy still manages to ruin my day. fuck that bitch of a teacher too ???­???­???­???­ 
1820,My Hoosiers and Cards both lost today???© AND the sun has been out 2x in the past 13 days!!  
1821,Have to get up at 5am for work.   pic.twitter.com/LevUGdTSnP
1822,And again the same problems as all season and last year and the year before.  
1823,"??â¢What ""I'm Fine"" really meansâ¢??   pic.twitter.com/8AGOTjdGZh"
1824,"I lost a bet to my nephew, Lucas! This is what I'm wearing for the rest of the day.   pic.twitter.com/Y1H0s3lTmO"
1825,Getting on the jd and coke   
1827,So what do you do when your favorite chinese restaurant closes after coming in for 10 years? You go into withdrawal.  
1829,Binge/purge: once. Eat/purge: once. Only two thirty. Fuck this. I'm going to bed.  
1831,Hope he gets better ?? â@MickeyDeadBish: Uncle Back In The Hospital â
1833,Just watched The Hobbit The Battle of The Five Armies... I am weak... so so so damn weak... :'(  ... 
1835,"Went to  earlier today, didn't feel like buying anything ???©. "
1836,This game in El Paso looks like a high school game 
1837,In the bath swimming about like a dolphin and there's not hot water left fml  
1838,Holy moley this is the dreaded moment... when an extrovert is alone for the first time after the holidays ???­  
1839,@CarreraE3 Why would you introduce me to a show with only one season?! Brooklyn Nine-Nine come back!   
1840,Didnt find out until later. Ths is the LAST burger I'll eat frm Four Winds in GA. They closed for good...   pic.twitter.com/TrA5cuVqyk
1841,a neend in need is a neend indeed   
1842,"Irrespective of the level someone is , sympathizing will definitely help him/her have some rest."
1843,Should really now start this 3000 word essay and revision   
1847,Damn so much snow why did I even look outside  ???
1848,I gotta get dressed for work now  ???­???­???­
1849,Well just thoroughly depressed myself while sifting through photos from Australia to burn to CD for my Nana  
1850,getting my hair cut today ????????  
1851,Woke up looking at my poor shattered phone 
1853,Love that character     pic.twitter.com/uRCSKr2or8
1854,Before you label yourself as  or low  make sure you're not simply in fact surrounded by... pic.twitter.com/QrpK8Kn9pR
1857,Why is it the most depressing thing when your book ends....... Especially not in a satisfactory way! ???­???­???­???­???  
1858,Back at work! ! This week off went so fast ;(
1859,Grinchmas ends in a week and I haven't gone and probably won't go. ??? 
1860,"Also, I finally caved and ""viewed my year"" on fb. Made me feel more  than  ....thanks, Facebook. ???¬"
1864,What do you do when your mother starts to hate a person you love?   pic.twitter.com/MTXm2Hxduj
1867,Now that I've seen all of the The Lord Of the Rings movies I have nothing to look forward to... 
1869,why would someone write a movie like The Fault in Our Stars? :'( 
1875,I really hate movies about relationships. 
1876,I am in complete Christmas withdrawl #???¥  
1878,@TeeqoFaZe Didnt make the Teeqo OMEGLE CUT!!!!! :( 
1879,cannot believe i finished all 6 seasons of gossip girl in a weekâ¦. 
1880,Like I'm going for a subway when I clearly shud be eating salad ??·???­ 
1881,Dwight Howard been playing like his girl broke up with him or something 
1882,It's depressing because it's true???   pic.twitter.com/HNIl8JFKDx
1883,This year was the first time I couldnt make it home for Christmas 
1884,"Is the  clinically ? FT, 22 dec.  pic.twitter.com/OOpadOAi5M"
1887,I'm not go to the beach next week 
1888,Oh sorry I'm on your bestfriends list?   
1889,I need a concert in my life ???   
1890,2015 hasnt started yet and I'm already fed up with it 
1891,rules  doesn't don't let it win ?????????????????
1892,No one chooses . Its an illness not a choice.
1895,"It is all the same. Goodbye to crappy 2014, howdy and welcome equally crappy 2015! ???   "
1896,I know  can be hard to live with don't waste your life help is always available seek it out 
1897,"My wish for 2015 is that no one suffering from  should EVER feel alone. That they would receive help, love, support & kindness."
1898,The  is no joke as I have suffered from   myself at this time of year I implore you to look after yourself & loved ones
1899,We're an hour away from the toughest months for people suffering from . Please keep a lookout on those nearest & dearest to you
1900," is a garment of heaviness, another evil device of the devil, watch it!"
1901,"Reminder: Our office is closed tomorrow, Thursday January 1, 2015. See you in the new year!   "
1903,"I will always love Spud.She is my rock and at low times, like now,she is my anchor.Happy new year Spud "
1905,"2014 has been super kind to me, I'll never forget it. Total lifechanger. Best year I've had since I was a teen. Blessed "
1906," the road to recovery is a long and winding road that, may or may not actually be conquered. Try or die trying "
1907,I know it's only pretend but Steve's story is really upsetting me  
1908,need to understand that  is NOT a phase it is the .
1911," and hell are exactly alike, except sometimes you get brief respites in hell."
1912,My heart goes out to Steve in Corrie. Know where yr coming from mate 
1913,thankfully music saves me everything  
1914,When you lose you McDonald's name tag   
1915,This Ole Miss game is depressing to watch   
1917,How come theres no support or advice for people with  in the  Credits? Still frowned upon!  Disgusting!
1918," aw this Steve story is heartbreaking.  is THE Worst feeling in the world. Well done, great job on storyline ???"
1919,just cried floods of tears whilst watching 'gogglebox'
1922,"Psalm 34:17 KJV The righteous cry, and the Lord heareth, and delivereth them out of all their troubles.   "
1926,Ultimate step to overcoming  and  is to make a positive decision YOU are going to do something about it and when.
1928,Let the  and  games Begin!!  pic.twitter.com/jEa3RabTqs
1929," - worst day, 13 July, occasion-  final , min-  ..i couldn't eat my food for days..the sleep was gone.  "
1930,It's not selfish to love yourself...it's necessary.     pic.twitter.com/cemC66SQc3
1931,You do NOT have to be a victim of  or . Change is easier than you may think; you just have to go about it the right way.
1934,How was your ? Great fun or did you fake enjoyment? Feeling the same about New Years Eve? Need to talk?  
1935,"Be yourself. If you can't love who u are then how can u expect someone to ""love""u.    "
1936,"The only possible  for  is trying to convince him/her by a huge . Of course they are right, come on!"
1937,this year started off horrible and ended great. a lot can happen in a year.. 
1938,to combat  make your bed in the AM so you're less inclined to get back in it & stay there all day.
1939,Low vitamin D levels contribute to .
1940,"5th step to overcoming  and  is to open your mind, it's your own belief systems that are screwed up.  Find another truth."
1941,So it's New Year's Eve and I have no plans for New Year's Eve 
1942,Taking the Christmas decorations down today ???­ 
1943,I hate new year  .___.    
1944,Wasted breath. I wish you more smiles and less stress for the new year.     pic.twitter.com/BpqfpIYq9C
1945,Won't you take me to Funky Town ... at Hanover Park Terminus.  
1946,About the friendship of to giants bound by the black dog    pic.twitter.com/CV6CRYPrKm
1947,Always sad on New Year ??? Diff time of year 4 lot ppl. Always the hope the next year will b better.  wd b nice 2  
1949,Low brain serotonin levels and the range of emotion available to sufferers of major depressive disorder   pic.twitter.com/HjjybMDHaX
1951,"4th step to overcoming  and  is to accept you need help, if you could have done it yourself, you would have, true?"
1952,"  Group is open every Wednesday, 3pm - 5pm at The Zion Centre, M15 4ZY. Call us for more info: 0161 226 3871"
1953,People with  or  think everything is about them.   can help you step back and see the big picture.
1954,This is a time of year that people are loneliest. Give that lonely person a call or SMS to let them know you care  
1955,"3rd step to overcoming  and  is to realise that you need to change something. Do the same things, get the same results"
1956,@ddlovato rowing 3000 miles across the Atlantic Ocean with  and  in a fight to  can I get a RT please ??????
1957,"New Years Eve- The night I dread and dislike the most,particularly at the moment. "
1958,New years eve smh I wish I could take it back I miss u so ur smile ur laugh I want it all back but I cnt   
1959,is part of nature's survival system explains my guest John Shearer.
1960,it will get better soon..... HOPEFULLY  pic.twitter.com/FwDjSaurI3
1963,I'm honestly really sad it's not snowing here  
1964,Combined with ignorance on mental health. How hard is it to at least accept that the brain might be a really complicated organ? 
1965,This is why I can never be alone. 
1967,Robert looks like a lesbian   
1968," 2 dosorder (hypomania and ) is about 20%, while lesser grade Bipolar Spectrum Disorder is about 70 %"
1969,Deer season has flown by this year... 
1970,"Therapy is all screwed up during the holidays, left me feeling out of sorts worse than the holidays themselves  "
1971,Whatever it takes to keep fucking  and bastard  at bay.  Wishing you a bloody happy New Year!  pic.twitter.com/3qWP4Lt25E
1972,"The  in  disorder is deeper, darker, and more persistent than in unipolar disorder (depression)."
1974,"Most of the time those who suffer with  disorder spend it in , not in mania or hypomania."
1976,I am finally feeling better. It's good to support each other when going thru things like . We all  each other out. 
1977,"If u feel lonely, afraid, desperate, empty inside, SUICIDAL..u r not alone. I've been there...& not that long ago.   "
1979,I can now see all of your tweets on one timeline. Makes life a lot easier. Just say hello and I will add you!  
1983,Johnny Cash going on day three sleeping in my bed. I must be severely depressed cus he can sense it.  
1984,I'm not sure why we get excited for  it's just one day closer to our deaths   - anyhow drink up tonight ???
1988,Sometimes we need to revisit old places of pain to heal. 
1989,To Heal  you must make friends with your emotions. This creates the right conditions in which healing can occur. Please RT!
1990,Drinking my first pint at 10 in the morning fact 
1991,"""@bandobssessedm: I deserve every single one of them.    pic.twitter.com/KQKxsY3KZX"""
2006,"When your 14 year old son looks to go to New Year's Eve party and your stuck in, must mean getting old "
2007,Perpetrators admit that it was never the fault of the victim.  Scarred and faultless are the victims of sexual violation. 
2008,I am currently accepting new clients for Online Mindfulness Therapy via Skype for  & . Email me. Please Retweet!
