hashtags,place,text,user_description,user_location
,,"Trump has repeatedly warned, “If we didn’t do testing, we wouldn’t have cases.” So, perhaps it was inevitable that the person who is tested more than anyone would eventually develop COVID. 🤣 https://t.co/idqgt0MkMj","No patience for those who think climate change, Russian interference in US elections, and Covid pandemic are hoaxes, or who approve of Trump’s performance.",Freedonia
,,"RT @kenyadad12: Am I the only one who see this as the perfect way out? Debates were killing Trump* and vulnerable GOP Senators
He'll quaran…",,"Windsor, PA"
,,God bless you and the First Lady. https://t.co/M2QihmNEVS,"A learner, a reader, a traveler, a thinker.学中文，转法律，在中国及澳洲大学取得法学学位，曾任职执业律师。现居欧洲。","Berlin, Germany"
,,RT @MiamiHerald: A sudden health crisis for the president — who could face serious complications from COVID-19 as a 74 year-old on choleste…,,
,,"RT @donwinslow: 'No one was wearing masks' during debate prep, Chris Christie says after president contracts coronavirus https://t.co/muncZ…","I am what I am Sam I am. Blue living in a red state. (Dem bashing, porn, lists, ads, sales = block) #Resist #Indict #uniteblue #Vote, https://t.co/48g4lY09tJ, https://t.co/2QfmvH5axF","North Carolina, USA"
,,"RT @FrankFigliuzzi1: Secret Service agents expressed anger and frustration to colleagues and friends Friday, saying that the president’s ac…",Congratulations President Biden and Vice President Harris💙✨,
,,"RT @girlsreallyrule: Former senior adviser for the White House coronavirus task force, admits a majority of people who work in the Eisenhow…",Political and social justice advocate.,"Olympia, WA"
,,@VincentCrypt46 Quarantine for our President and First Lady is done Oct. 17 😉,,
,,RT @SteierJoerg: ⚠️Learning lessons from the 1st wave to be ready for the months to come👇 https://t.co/LzH4JH7OAe,mum👩‍👧nurse(sleep apnoea) #bekind #behonest #enjoylife 🥰,"England, United Kingdom"
,,"RT @brycetache: The story isn’t that Trump is sick. 

The story is that the White House KNEW Trump had been exposed to Covid and they STILL…",,
,,RT @SuzyNakamura: Oh NOW it’s called Covid ok,,"Manchester, UK"
,,"RT @PaulJSweeney: So the SNP Whips established the facts on Wednesday, then told the Speaker. Then the SNP press team spent Thursday formul…","Pro UK supporter, nation before Political Party. All views are my own personal views, retweet’s and likes are not endorsements.",An rioghachd aonaichte
,,"RT @EthicalSkeptic: Not good news on the political theater/panic death front. 

All Non-Covid Natural Causes of Death (NCHS Data) continue…",Don’t tread on me. latina 45 supporter.,
,,RT @iamcardib: “BET YOU WANNA” wear a mask now 😩😩😩,"I don't tweet, i ROAR 🦁",Casterly Rock
,,"RT @piersmorgan: Shocking &amp; shameful. 
This now deleted tweet was the reaction to President Trump testing positive for Covid-19 from @ZaraR…","Snark, odd facts, and beer. (Though, not necessarily in that order.) Did I get banned? I'm @Redcloak on Parler. ❌❌",Between the Red and Rio Grande
,,"RT @chrislhayes: Like I said yesterday, pretending the virus doesn’t exist has become a central Republican value.",Producer and Art Director at Small Monsters Games @Small_Monsters Author of SCREAMLAND and BEYOND STORIES.,"Boston, MA"
,,Maybe good advice! @IngrahamAngle @PershingSoldier @The53rdRegiment @T_S_P_O_O_K_Y @ArmyVet2x @atensnut @MonettiforMO @mannybermas @SSG_PAIN @abodon_5 @1Romans58 @M2Madness @Chicago1Ray @catturd2 @no_silenced @FuctupMike @chuckwoolery @ZenZaBill @thebradfordfile @RyanAFournier https://t.co/OZjsuIOhKG,"Retired engineer Dad Granddad #Conservative #MemeCreator #MAGA #Trump #MilitaryFamily #NRA @CodeOfVets
Native Born TN, TarHeel by Life, I FB, Same on Parler","Greensboro, North Carolina"
,,"RT @doctorjenn: Tonight at Target, woman *yelling* at manager that she has a medical exception to not wear a mask. 
Me rolling by for the a…","I am a cancer survivor, wife, and mother of two boys and a baby girl.  ❤ ❤️ I met THE WANTED on 7 May 2014 *****",
,,"RT @APartridgeQOTD: Anyway, commiserations hang on in there, I’m sure you’ll bounce back. If there’s anything I can do just ask, apart from…",That was Roxanne by The Police or as they’re now known 'Sting',Sordid little grief hole
,"Germoe, England",@nigeltheleftist Yep I’m calling bullshit on this too !! Johnson’s illness was suspect and Trump just happens to be asymptomatic ..... although the Trump fan covid deniers have something to think about !!!,"Dad - Musician - Normal hardworking dude and unashamedly Labour - quite a good cook !!!
""Questions that besiege us in life
Are testament of our helplessness""","Halifax, England"
,,Trump tests positive for COVID. There is a lesson for all of us. Follow medical guidelines and science. Don’t be a macho. Viruses don’t discriminate and are equal opportunity spreaders.  Knowingly and unknowingly misleading Americans of this deadly virus is crime.,,"Los Angeles, CA"
,,"RT @AP: After positive test for the coronavirus, President Trump says he and first lady Melania Trump were quarantining. The White House ph…",President @PinellasYD. Vice Chairman @PinellasDems. Husband. Veteran. Security Professional. Chef. BowTie Aficionado. RT ≠ Endorsements. Opinions My Own. He/Him,"St Petersburg, FL"
,,"RT @charliekirk11: The party that wanted you to lockdown, wear masks, and stay home to “save lives” is now wishing death on the president.…",,
,,"There are many different ways to lose a lot of weight fast.
Here are 3 different videos which you can watch for FREE that will help you lose weight in x amount of days;

1.      https://t.co/LjgeotmVmL
2.      https://t.co/dp5MMZwVBq
3.      https://t.co/06l7bGS0de https://t.co/RvRLu3UHpC",Business,
,,RT @_KatsukiB_: Did I read that right? Trump has COVID? Karma do your thing!,NOT SPOILER FREE | ash | she/her | bkdk,link of blm petitions
,,"RT @NPR: Judge Amy Coney Barrett has tested negative for COVID-19, a White House spokesman said Friday.

Mitch McConnell says he plans to m…",A imprensa é a esquerda▫️Contra a cultura do cancelamento▫️Siga a conta reserva em @patrulhatralha,"São Paulo, Brasil"
,,RT @adreannandollar: Because he was spewing for months that COVID was fake until he got it,✨Be Gentle With Yourself ✨,
,,RT @BorisJohnson: My best wishes to President Trump and the First Lady. Hope they both have a speedy recovery from coronavirus.,,
,,"RT @khairul_hafidz: I already lost my word..

I only can pray for our country’s best...

Guys, what we can do now, limit our movement. Go t…",23,Malaysia
,,'All Precautions Are Being Taken' to Protect Barron Trump's Health After His...https://t.co/QBjg5aBgEE,,North Toronto 
,,RT @50FirstTates: can’t believe trump tested positive for covid when all he had to do was not get tested and then he simply wouldn’t have it,🐝,at a Beyoncé concert 
COVID19,,"RT @LaurenPelley: New provincial #COVID19 restrictions for Toronto, Ottawa, Peel:

➡️ Max of 100 patrons total, 6 per table, at restaurants…","Researcher| Health Policy PhD Candidate| 
Advocate of evidence-based policies| Views my own. 
RT ≠ Endorsements","Toronto, Canada"
,,RT @iteachspeech31: quarantine. @realDonaldTrump on the other hand interacts with droves of people daily without wearing a mask and also co…,"mom, wife, Trump 2020",   Palo Cedro California 
,,This goofy caught the “China virus” https://t.co/HigtrwaWR5,UTEP ⛏,El Paso
,,RT @zoeannerose: @ASlavitt Seems like now would be a good time for Dems to remind people of Pence’s involvement with the failed Corona task…,,
,,"RT @RonnyJackson4TX: 1/2: Our President and First Lady have tested positive for COVID-19, however, rest assured they are both fine and comp…",Your tuning in to real news and appropriate hammering. Follow my partner @jewelystephens on IG Story highlights for all events since election.,United States
,,"RT @mmpadellan: I'm old enough to remember when trump mocked Hillary Clinton when she had pneumonia, so miss me with all the sanctimonious…","A passionate advocate for animals, networking with numerous animal rescue organizations, advocate for horses, nature lover, tree hugger.",Appleton Wi
,,Can we just sedate him now in preparation for intubation? You know....just..... precautionary.... get a jump on things? https://t.co/psZSSIxa8I,Copywriting and executive strategy for global brands. Celebrating 11 years in business May 2020.,"Minneapolis, MN"
,,"RT @NoahCarl90: Loss of one's sense of taste is a primary symptom of COVID-19, which suggests the disease may have been circulating in the…",,
,,RT @JoyAnnReid: Here’s how wrecked Trump’s credibility is at this point: I’ve got a cellphone full of texts from people who aren’t sure whe…,"USAF Veteran, Liberal, Mind of a Mad Scientist, Heart of an Activist, Soul of a Warrior Poet. Breast Cancer Survivor,
I block fanatics & I do not suffer fools","San Antonio, TX"
,,"RT @MakkkTruck: Nicki gave birth, 69 is in the hospital, trump got corona... october coming to outsell all the other months purr  https://t…",🤷🏾‍♀️,
,,"RT @leap441: @Amy_Siskind @PinkIguana11 Alternative narrative: trump will claim he has COVID, he will not, use one of the rushed vaccines o…",Instant follow for retweets & likes. Please follow back. #WinBlue #ImpeachTrump #Convict,
,,"RT @joehagansays: Praying hard for Joe Biden, who stood 8 to 10 feet from a person with coronavirus who shouted for 2 hours in a closed spa…","#BlackLivesMatter All in for Biden/Harris, Cal Cunningham, Gov Cooper, all Democrats in NC.",NC
,,RT @chelhq: stay positive 🙏🏼🙏🏼❤️❤️ https://t.co/AemBDNWdp7,#XION: no ❤ she/they/moon/lu/cloud ★,carrd + pronouny byf 
,,RT @DrEricDing: WORRIED—you almost **never ever** give someone a clinically untested drug like @Regeneron’s polyclonal antibody drug—unless…,Old White Woman who didn’t even THINK about voting for trump. Used to be a Moderate Independent. You want a good future for your kids and grandkids? Vote Dems!,United States
,,RT @3days3nights: The witches are all trying to take credit on Twitter for Trump getting COVID. It is funny. They literally still have no i…,,
,,RT @ELYTRASTAR: dream really made said “oh so ur happy abt trump getting covid? here have this” he cant let us have anhthing,"#DREAM: hey mamas
mcytertwt (dttwt)
crowns not frowns :)
layout by @SAD_istfied",they/he || minor
,,Either they hit Trump with the Covid tryna take him out or he faking like he got it to show us it’s not that bad and we shouldn’t shut down or wear masks.  Every election has an October surprise October 2020 starting off lit already,Free thinking black man. Dark Energies I don’t touch,
,,actually https://t.co/mfnq3bXd5w,Musician,
,,"RT @Lrihendry: Biden claimed 6,114 military service members died from Covid. 

The actual number is 7.",,
,,"@cnnbrk Watch out I think that Trump testing positive is a lie!
1. He demands a vaccine dose from a major vaccine developer because he's the President.  He claims ""It's a miracle, I'm cured so release the vaccine before the election!!!
2. It's not fair you have to delay the election!!!",,
,,"RT @ASlavitt: Minnesota's Andy Slavitt both trusted voice, social media target during COVID-19 pandemic | https://t.co/4J5Oiu03Df https://t…","🇨🇦 Dedicated to working together for a healthy global community & environment. Passionately support: science, technology, psychology, music, film & sports.","Ontario, Canada"
,,RT @cmclymer: This clown ass white supremacist motherfucker mocked Biden on Tuesday for not wearing a mask in front of the whole nation and…,"Mom-e|Marathon Runner|❤️☕️🍷🐶|MBA|Economics|LBS|no meat|traveler|avid reader|knowledge seeker.Not a leftist,or rightist, just a humanist.",Los Angeles🔁London🔁Galway
,,RT @charliekirk11: Compare how conservatives reacted to &amp; mourned the death of RBG to how Democrats are celebrating Trump contracting COVID…,"Love God, Family, My Life,Books, addicted to Digital Marketing, gardening. Strong Advocate for homeschooling and raising children for the future.","ÜT: 32.689115,-83.499871"
,,"RT @BuckSexton: RBG passed away and conservatives were overwhelmingly respectful 

Trump gets a Covid diagnosis, and 40% of Democrats polle…","Blessed are the peacekeepers//

It is the mark of an educated mind to be able to entertain a thought without accepting it//

We are what we repeatedly do #KAG",NJ
,,RT @JillWineBanks: Wonder if Amy Coney Barrett has to stop nomination process to quarantine since she was with the President?,,
,,RT @D_1andOnly_: Trump ain’t slick. He gon take the vaccine and say it cured him and dish that shit out to America like we some fools lol,Mercer Alumna| BLM | God | 🇪🇹,Metro Atlanta 
